Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
拍摄：像剪辑师一样拍摄,4.8,,10 hours (approximately),Flexible schedule,21 reviews,,[],"['绪论&片场职能分工：为你的影片组建精干的团队', '文本解读：你首先是一名观众', '视觉呈现：没人会冲着华丽的摄影去看一部电影', '表演功课：别让蹩脚的表演毁了你的影片', '啥也不多说，开始拍吧！']",[],Fudan University,Arts and Humanities,https://www.coursera.org/learn/pai-she
In the Studio: Postwar Abstract Painting,4.9,Beginner level,Approx. 26 hours to complete,Flexible schedule,"1,421 reviews",,"['Art History', 'Art', 'History', 'Color Theory']","['Introduction', 'Barnett Newman', 'Willem de Kooning', 'Jackson Pollock', 'Mark Rothko', 'Agnes Martin', 'Ad Reinhardt', 'Yayoi Kusama', 'Yayoi Kusama: Lesson Choices']","['Alex Roediger', ""Corey D'Augustine""]",The Museum of Modern Art,Arts and Humanities,https://www.coursera.org/learn/painting
Philosophy of Science,4.7,Intermediate level,Approx. 12 hours to complete,Flexible schedule,208 reviews,,[],"['Introduction and Core Examples ', 'Scientific Methods ', 'Scientific Objectivity', 'Values in Science']",[],University of Pennsylvania,Arts and Humanities,https://www.coursera.org/learn/philosophy-of-science
Basic Elements of Design: Design Principles and Software Overview,4.7,Beginner level,10 hours (approximately),Flexible schedule,925 reviews,"Recognize ways to work with graphic designers and other creative professionals. Understand the history and design process of the graphic design profession.Compare the concepts of balance, proximity, alignment, repetition, contrast and space.Discover the use of white space to develop shape, form, and structure in graphic projects.","['Print Design', 'online design', 'Color Theory', 'Graphic Design', 'textual elements']","['What is Graphic Design?', 'Elements of Design', 'Basic Concepts of Design']",[],University of Colorado Boulder,Arts and Humanities,https://www.coursera.org/learn/basic-elements-design
"Online Games: Literature, New Media, and Narrative",4.6,Beginner level,Approx. 21 hours to complete,Flexible schedule,179 reviews,,[],"['Game on! The History and Theory of MMOs', 'LOTRO and Tolkien', 'Romance and Realism', 'Space and Time in Three Media', 'Pwning Spenser’s Faerie Queene', 'The Holy Grail: A Good End Game']",[],Vanderbilt University,Arts and Humanities,https://www.coursera.org/learn/interactive-media-gaming
Concept Art for Video Games,4.6,,6 hours (approximately),Flexible schedule,65 reviews,,[],"['Introduction', 'Week 01: Compositional Studies for Concept Art', 'Week 02: Intro to 3D for Concept Art', 'Week 03: Modeling and Exporting', 'Week 04: Painting the Concept']",[],Michigan State University,Arts and Humanities,https://www.coursera.org/learn/concept-art-video-games
Create your UX portfolio with Adobe Portfolio,,Beginner level,,,,In this project you will learn how to create an UX Portfolio with Adobe Portfolio.,"['Share Content', 'Search Engine Optimization (SEO)', 'Add Images', 'Online Portfolio', 'UX Portfolio']",['Learn step-by-step'],[],Coursera Project Network,Arts and Humanities,https://www.coursera.org/projects/create-your-ux-portfolio-adobe-portfolio
The History of Modern Israel -  Part II: Challenges of Israel as a sovereign state,4.8,Beginner level,Approx. 11 hours to complete,Flexible schedule,328 reviews,,[],"['Israeli Society: The First Years 1948-1967 ', 'Israel, Between War and Peace 1967-1979', 'Israel - A Society in transition 1977-1995', 'Changing Identity', 'Israel in the 21th century']","['Professor Eyal Naveh', 'Professor Asher  Susser']",Tel Aviv University,Arts and Humanities,https://www.coursera.org/learn/history-israel-sovereign-state
Shaping Urban Futures,4.7,Intermediate level,Approx. 21 hours to complete,Flexible schedule,28 reviews,,"['Urban sciences', 'Urban research', 'Knowledge generation through research']","['Shaping Urban Futures: An Introduction', 'How to Know a City: New Urban Sciences', 'What to Know in a City: New Urban Formations', 'How Cities are Changing: Urban Disruptions', 'Transforming the City: Making a Difference on the Ground', 'Reflections on the Future City: Conclusion']","['Michael Keith', 'Juan C. Duque', 'Pengjun Zhao', 'Aromar Revi', ""Neave O'Clery"", 'Susan Parnell', 'Edgar Pieterse', 'Tim Schwanen', 'Gautam Bhan', 'Michael Keith']",Indian Institute for Human Settlements,Arts and Humanities,https://www.coursera.org/learn/shaping-urban-futures
中国哲学经典著作导读,4.5,,Approx. 17 hours to complete,Flexible schedule,267 reviews,,[],"['《周易》导读', '《道德经》导读 ', '《论语》导读', '《大学》和《中庸》导读 ', '《孙子兵法》导读', '《墨经》导读 ', '《心经》导读 ', '《庄子》导读 ', '朱熹思想导读 ', '《传习录》导读 ']","['燕 连福', '韩 鹏杰', '龚 建平', '张 帆', '妥 建清', '李 重', '邓 妙子', '雒 自新', '燕 连福']",Xi'an Jiaotong University,Arts and Humanities,https://www.coursera.org/learn/chinese-philosophy
Cultura Maya en Yucatán,,Beginner level,Approx. 14 hours to complete,Flexible schedule,,"Conocerás los aspectos fundamentales de la Cultura Maya, los personajes  históricos así como su arquitectura y sus avances científicos.",[],"['Inicia aquí', 'Módulo 1: Introducción a la Civilización Maya', 'Módulo 2: Sociedad y religión', 'Módulo 3: Arquitectura Maya', 'Módulo 4: La resistencia Maya', 'Módulo 5: Los Mayas hoy', 'Fin del Curso']","['Alejandro Esteban Fitzmaurice Cahluni', 'Jorge Oswaldo Gómez Ortiz', 'Eduardo Manuel Puga Salazar']",Universidades Anáhuac,Arts and Humanities,https://www.coursera.org/learn/cultura-maya-en-yucatan
Antisemitismo: Desde sus orígenes hasta el presente,4.9,Beginner level,Approx. 21 hours to complete,Flexible schedule,15 reviews,A debatir qué es el antisemitismo y qué tiene de únicoA explicar las raíces históricas e ideológicas del antisemitismo y cómo se ha desarrollado ésteA debatir las características del antisemitismo en el presente díaA identificar el lenguaje y las acciones antisemitas en el pasado y en el presente,"['Holocaust', 'Middle East', 'Israel', 'defeatism']","['¿QUÉ ES EL ANTISEMITISMO? DEFINICIONES Y ORIGENES', 'LA CARA  CAMBIANTE DEL ANTISEMITISMO', 'ANTISEMITISMO GENOCIDA: DESDE LA PRIMERA GUERRA MUNDIAL AL HOLOCAUSTO', 'ANTISEMITISMO CONTEMPORÁNEO', 'EL MUNDO ISLÁMICO Y ÁRABE', 'ABORDANDO EL ANTISEMITISMO']","['Dr. Yossi Kugler', 'Dafna Dolinko', 'Dmitry Kolotilenko']",Yad Vashem ,Arts and Humanities,https://www.coursera.org/learn/antisemitismo
"Herencia negra, aplicación de ritmos afroperuanos",,Beginner level,Approx. 16 hours to complete,Flexible schedule,,,"['Musical Notation', 'Musical Composition']","['Bienvenida al curso', 'Panorama de la cultura afroperuana', 'Panorama contemporáneo de la música afroperuana', 'Aplicación de los ritmos afroperuanos']",[],Pontificia Universidad Católica del Perú,Arts and Humanities,https://www.coursera.org/learn/aplicacion-ritmos-afroperuanos
Storytelling y medios digitales,,Beginner level,Approx. 8 hours to complete,Flexible schedule,,,[],"['Semana 1', 'Semana 2', 'Semana 3']",[],SAE Institute México,Arts and Humanities,https://www.coursera.org/learn/storytelling-y-medios-digitales
游戏产业概论,3.5,Beginner level,20 hours (approximately),Flexible schedule,66 reviews,,[],"['绪论', '游戏硬件与软件发展历程', '游戏类型划分', '大师是怎样炼成的？', '游戏产业知识产权法律问题分析及应对', '游戏产品的研发与市场化运作', '企业创投与产品运营']",['胡东雁'],上海戏剧学院,Arts and Humanities,https://www.coursera.org/learn/youxi-chanye-gailun
Overcoming  Challenges in Self and Society,,Beginner level,18 hours (approximately),Flexible schedule,,,[],"['Understanding Adversity: An Exploration of Challenges', 'Resilience Theory and Practice: From Hardship to Strength', 'Spiritual and Humanistic Dimensions of Resilience: A Renaissance Perspective', 'The Renaissance of Resilience: You, Your Community, and Social Transformation', 'Personal Renaissance of Resilience Mandala']",[],University of Colorado System,Arts and Humanities,https://www.coursera.org/learn/overcoming-challenges-in-self-and-society
Proyecto final de Músico moderno,4.6,,9 hours (approximately),Flexible schedule,23 reviews,,[],"['Desarrollo de la canción y grabación simple', 'Cree un plan de producción', 'Crear un bounce básico', 'Mezclar y masterizar']","['George W. Russell, Jr.', 'Pat Pattison', 'Loudon Stearns', 'Pat Pattison']",Banco Interamericano de Desarrollo,Arts and Humanities,https://www.coursera.org/learn/proyecto-musico
"Internal Displacement, Conflict and Protection",4.9,Beginner level,Approx. 27 hours to complete,Flexible schedule,48 reviews,,"['•\tPractice navigating online in order to engage with specialised resources', '•\tLearn to apply technical legal and policy categories to factual scenarios', '•\tLearn to engage with technical concepts', '•\tPractice sifting complex factual information to identify important features and trends', '•\tPractice evaluating on-the-ground problems to identify pertinent solutions']","['Course Introduction', 'Week 1: Internal displacement: scale, causes and effects ', 'Week 2: The emergence of IDP law, policy and institutions ', 'Week 3: IDP protection in practice ', 'Week 4: Displacement solutions and development', 'Week 5: IDPs in social context ', 'Week 6: Internal displacement as lived experience']","['Professor David Cantor', 'Dr Agnes Woolley']",University of London,Arts and Humanities,https://www.coursera.org/learn/internal-displacement-conflict-and-protection
"Health, Society, and Wellness in COVID-19 Times ",4.6,Beginner level,Approx. 52 hours to complete,Flexible schedule,14 reviews,"You will explore perspectives on disease and society and on systemic racism and inequality with scholars across disciplines.You will explore the science and practice of individual and community wellness. You will learn skills relevant to emotions, relationships, common mental health concerns, and learning in the age of Zoom and remote classes. You will learn practices of cooperation, compassion, and anti-racism for community wellness.","['Education', 'COVID-19', 'health', 'Public Health', 'Health Care']","['An Orientation to Health, Society, and Wellness in COVID-19 Times', 'Mental Health and Well-Being in COVID-19 Times', 'The Public Health Response and Transmission of the COVID-19 Virus', 'Social Inequities and COVID-19']","['Donna Mejia', 'Daryl Maeda', 'Sona Dimidjian']",University of Colorado Boulder,Arts and Humanities,https://www.coursera.org/learn/health-society-and-wellness-in-covid-19-times
Indigenous Canada,4.8,,Approx. 21 hours to complete,Flexible schedule,"21,641 reviews",,"['Art', 'History', 'Indigenous Studies', 'Human Rights and Allyship', 'Politics']","['Worldview', 'Fur Trade', 'Trick or Treaty', 'New Rules, New Game', '“Killing the Indian in the Child”', 'A Modern Indian?', 'Red Power', 'Sovereign Lands', 'Indigenous Women', 'Indigenous in the City', 'Current Social Movements', '‘Living’ Traditions – Expressions in Pop Culture and Art']",[],University of Alberta,Arts and Humanities,https://www.coursera.org/learn/indigenous-canada
Graphic Design Specialization,4.7,Beginner level,2 months at 10 hours a week,Flexible schedule,"16,114 reviews","Gain the fundamental skills needed to be a graphic designerCommunicate through image-making and typographyComplete a capstone project to add to your professional portfolioLearn everything you need to know to work in interface design, motion graphics, and editorial design","['Art History', 'Branding Communication', 'Visual Communication', 'Typography', 'Graphic Design']","['Fundamentals of Graphic Design', 'Introduction to Typography', 'Introduction to Imagemaking', 'Ideas from the History of Graphic Design', 'Brand New Brand']","['Anther Kiley', 'Michael Worthington', 'Gail Swanlund', 'Lorraine Wild', 'Louise Sandhaus', 'Anther Kiley']",California Institute of the Arts,Arts and Humanities,https://www.coursera.org/specializations/graphic-design
UI / UX Design Specialization,4.7,Beginner level,2 months at 10 hours a week,Flexible schedule,"6,768 reviews",,"['User Research', 'Website Wireframe', 'strategy', 'User Interface Design (UI Design)', 'User Experience (UX)']","['Visual Elements of User Interface Design', 'UX Design Fundamentals', 'Web Design: Strategy and Information Architecture', 'Web Design: Wireframes to Prototypes']","['Michael Worthington', 'Roman Jaster']",California Institute of the Arts,Arts and Humanities,https://www.coursera.org/specializations/ui-ux-design
Creative Writing Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,"5,032 reviews",,"['Short Story Writing', 'Fiction Writing', 'Creativity', 'Copy Editing']","['Creative Writing: The Craft of Plot', 'Creative Writing: The Craft of Character', 'Creative Writing: The Craft of Setting and Description', 'Creative Writing: The Craft of Style', 'Capstone: Your Story']","['Salvatore Scibona', 'Amy Bloom', 'Brando Skyhorse', 'Amity Gaige', 'Salvatore Scibona']",Wesleyan University,Arts and Humanities,https://www.coursera.org/specializations/creative-writing
Modern and Contemporary Art and Design Specialization,4.8,Beginner level,2 months at 10 hours a week,Flexible schedule,"2,386 reviews","Develop a deeper understanding of artists’ and designers’ processes, including modes of experimentation and responses to technological innovation.Develop critical thinking and looking skills to understand how artists and designers respond to the social and cultural issues of their time.Gain confidence in looking at and talking about modern and contemporary art and design, and find inspiration from art all around you.Better comprehend the choices you make about fashion with respect to expression, identity, and issues such as labor practices and sustainability.","['Design', 'Art', 'History', 'Photography', 'Museums']","['Modern Art & Ideas', 'Seeing Through Photographs', 'What Is Contemporary Art?', 'Fashion as Design']","['Sarah Meister', 'Paola Antonelli', 'Michelle Millar Fisher', 'Stephanie Kramer', 'Anna Burckhardt', 'Sean Anderson', 'Sophie Cavoulacos', 'Christian Rattemeyer', 'Arièle Dionne-Krosnick', 'Erica Papernik-Shimizu', 'Lisa Mazzola', 'Lucy Gallun']",The Museum of Modern Art,Arts and Humanities,https://www.coursera.org/specializations/modern-contemporary-art-design
Game Design: Art and Concepts Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,"2,490 reviews",Ways to create and describe a game conceptEvaluation and interpretion of different story styles Concepts and approaches involved in creating successful character designs,"['Interactive Storytelling', 'Game Design Document', 'Video Game Design', 'Game Design']","['Introduction to Game Design', 'Story and Narrative Development for Video Games', 'World Design for Video Games', 'Character Design for Video Games', 'Game Design Document: Define the Art & Concepts']","['Dariush Derakhshani', 'Théotime Vaillant', 'Fran Krause', 'Dariush Derakhshani']",California Institute of the Arts,Arts and Humanities,https://www.coursera.org/specializations/game-design
The DIY Musician Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,443 reviews,"Tools and techniques to write more compelling songs.Develop your identity and vision as an artist.Use ProTools to record and produce your original music.Strategies to plan, launch, and manage a successful crowdfunding campaign.","['Social Media', 'Songwriting', 'Music production', 'Crowdfunding', 'Music recording']","['Songwriting: Writing the Lyrics', 'The Art of Music Production', 'Pro Tools Basics', 'Building Your Career in Music: Developing A Brand and Funding Your Music']","['Stephen Webber', 'Pat Pattison', 'Leah Waldo', 'Chrissy Tignor']",Berklee,Arts and Humanities,https://www.coursera.org/specializations/diy-musician
Music Production Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,"1,812 reviews","Identify and use reference tracks to establish a vision for your productionUse the Production Check-List to run an efficient and well-organized recording sessionEdit your tracks while using your reference tracks and emotional and dynamic timelines to realize your vision for your productionEvaluate your mix by crtically listening to it on different sound systems (ear buds, in the car, sound system, computer, etc.)","['Audio Editing', 'Music', 'Sound Design', 'Audio Recording', 'Music production']","['The Art of Music Production', 'The Technology of Music Production', 'Pro Tools Basics', 'Music Production Capstone']","['Stephen Webber', 'Chrissy Tignor', 'Loudon Stearns']",Berklee,Arts and Humanities,https://www.coursera.org/specializations/music-production
The Business of Music Production Specialization,4.9,Beginner level,1 months at 10 hours a week,Flexible schedule,602 reviews,"The structure of the recording music industry and to read and interpret recording contractsHow to earn money with your recorded music by leveraging copyright lawCast a clear vision for a recording project and how to use the right tools to achieve your visionHow to record, edit, and mix a production using the industry standard digital audio workstation, Pro Tools","['Copyright', 'Pro Tools', 'Music production', 'Music recording', 'Contracts']","['Music Business Foundations', 'The Art of Music Production', 'Copyright Law in the Music Business', 'Pro Tools Basics']","['John P. Kellogg, Esq.', 'Stephen Webber', 'Dr. E. Michael Harrington', 'Chrissy Tignor']",Berklee,Arts and Humanities,https://www.coursera.org/specializations/business-music-production
The Singer Songwriter Specialization,4.8,Beginner level,2 months at 10 hours a week,Flexible schedule,448 reviews,"The basics of playing the guitar, including chords, scales, strumming and picking patterns.How to sing in your preferred genre and style healthfully, using proper breathing and vocal techniques.Basic songwriting tools and techniques to augment your songwriting.How to record, edit, and mix music productions that include MIDI and audio to create professional sounding recordings of your music.  ","['Guitar', 'Singing', 'Ableton', 'Songwriting', 'Music production']","['Guitar for Beginners', 'Singing Popular Music', 'Songwriting: Writing the Lyrics', 'Introduction to Ableton Live']","['Erin Barra', 'Thaddeus Hogarth', 'Pat Pattison', 'Jeannie Gagne']",Berklee,Arts and Humanities,https://www.coursera.org/specializations/singer-songwriter
"Songwriting: Writing, Arranging, and Producing Music Specialization",4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,196 reviews,Generate lyrics that effectively convey the emotions you want to expressCreate melodies and accompaniment that support your lyricsDevelop balanced arrangements for live and recorded performancesProduce song demos using a DAW,"['Music', 'arranging', 'Songwriting', 'Producing']","['Songwriting: Writing the Lyrics', 'Songwriting: Writing the Music', 'Arranging for Songwriters', 'Introduction to Ableton Live']","['Erin Barra', 'Pat Pattison', 'Sarah Brindell', 'Bonnie Hayes', 'Scarlet Keys']",Berklee,Arts and Humanities,https://www.coursera.org/specializations/songwriting
Fundamentals of Graphic Design,4.8,Beginner level,15 hours (approximately),Flexible schedule,"16,915 reviews","Implement the fundamentals of color: visual, rhythm, and pattern in design Use scale, weight, direction, texture, and space in a composition Typeset text and experiment with letter formsCreate your own series of images using different image making techniques  ","['Creativity', 'Graphics', 'Design Theory', 'Color Theory']","['Course Overview', 'Week 1: Fundamentals of Imagemaking', 'Week 2: Fundamentals of Typography', 'Week 3: Fundamentals of Shape and Color', 'Week 4: Fundamentals of Composition', 'Continuing your graphic design studies']",[],California Institute of the Arts,Arts and Humanities,https://www.coursera.org/learn/fundamentals-of-graphic-design
Photography Basics and Beyond: From Smartphone to DSLR Specialization,4.8,Beginner level,2 months at 10 hours a week,Flexible schedule,"5,190 reviews",,"['Social Media', 'Photography', 'Writing', 'Copywriting']","['Cameras, Exposure, and Photography', 'Camera Control', 'Principles of Photo Composition and Digital Image Post-Production', 'Photography Techniques: Light, Content, and Sharing', 'Photography Capstone Project']","['Peter Glendinning', 'Mark Valentine Sullivan']",Michigan State University,Arts and Humanities,https://www.coursera.org/specializations/photography-basics
Electronic Music Production Specialization,4.8,Intermediate level,1 months at 10 hours a week,Flexible schedule,520 reviews,"The nature of sound and how natural sound is transformed into an electronic signal that we can recordHow to record, edit, and mix live instruments and MIDI in Ableton LiveHow to create custom sounds using a synthesizer and how to integrate those custom sounds for your musical compositionsHow to record, edit, mix, and add effects to vocal tracks for your electronic music productions","['MIDI programming', 'File Management', 'Audio Recording', 'Ableton', 'Music Making', 'Sound Design', 'Create custom synthesizer patches', 'Create an electronic composition', 'Create custom patches in Strobe 2', 'Manipulate preset patches', 'Audio Editing', 'Music', 'Audio Production', 'Music Arrangement', 'Electronic Digital Instrument', 'Performance Technique', 'Live Looping']","['The Technology of Music Production', 'Introduction to Ableton Live', 'Creating Sounds for Electronic Music', 'Electronic Music Performance Techniques']","['Erin Barra', 'Rishabh Rajan', 'Loudon Stearns']",Berklee,Arts and Humanities,https://www.coursera.org/specializations/electronic-music-production
Introduction to Philosophy,4.7,,Approx. 19 hours to complete,Flexible schedule,"9,048 reviews",,[],"['What is Philosophy?', 'Morality: Objective, Relative or Emotive?', 'What is Knowledge? And Do We Have Any?', 'Week 2 review: Lesson Choices', 'Do We Have an Obligation to Obey the Law?', 'Should You Believe What You Hear?', 'Week 3 review: Lesson Choices', 'Minds, Brains and Computers', 'Are Scientific Theories True?', 'Week 4 review: Lesson Choices', 'Do We Have Free Will and Does It Matter?', 'Time Travel and Philosophy ', 'Week 5 review: Lesson Choices', 'Peer review']","['Dr.  Dave Ward', 'Professor Duncan Pritchard', ' Professor Michela Massimi', 'Dr. Suilin Lavelle', 'Dr. Matthew Chrisman', 'Dr. Allan Hazlett', 'Dr. Alasdair Richmond', 'Guy Fletcher', 'Elinor Mason', 'Dr.  Dave Ward']",The University of Edinburgh,Arts and Humanities,https://www.coursera.org/learn/philosophy
Introduction to Logic and Critical Thinking Specialization,4.6,Beginner level,5 months at 4 hours a week,Flexible schedule,555 reviews,Understand and appreciate arguments that you and other people presentDetermine whether or not an argument is deductively validAnalyze and assess five common forms of inductive arguments Recognize fallacies,"['logic', 'Critical Thinking', 'Business Communication', 'Communication', 'analysis', 'reason']","['Think Again I: How to Understand Arguments', 'Think Again II: How to Reason Deductively', 'Think Again III: How to Reason Inductively', 'Think Again IV: How to Avoid Fallacies']","['Dr. Walter  Sinnott-Armstrong', 'Dr. Ram  Neta']",Duke University,Arts and Humanities,https://www.coursera.org/specializations/logic-critical-thinking-duke
Finding Your Professional Voice: Confidence & Impact,4.7,Beginner level,Approx. 9 hours to complete,Flexible schedule,304 reviews,Learners will use the embodied voice to engage and connect with an audience is a vital element in dynamic verbal exchange.  ,"['Speak with greater clarity', 'Identify current vocal behaviors connected to speaking and have techniques to address them.', 'Speak with confidence and connection', 'How to convey meaning and make messages compelling']","['Be Aware: Understanding yourself and understanding how the voice works. ', 'Be Physical: the role of the body in speaking', 'Be Connected: understanding your audience and how to connect  to them', 'Be Impactful: Using emphasis for impact']",[],University of London,Arts and Humanities,https://www.coursera.org/learn/finding-your-professional-voice
Memoir and Personal Essay: Write About Yourself Specialization,4.4,Beginner level,1 months at 10 hours a week,Flexible schedule,330 reviews,,"['Essay Writing', 'Creativity', 'Non-fiction Writing', 'Storytelling', 'Writing']","['Memoir and Personal Essay: Managing Your Relationship with the Reader', 'Writing in First Person Point of View', 'Writing a Personal Essay', 'Writing Stories About Ourselves']","['Amy Bloom', 'Said Sayrafiezadeh', 'Greg Pardlo', 'Ariel Levy']",Wesleyan University,Arts and Humanities,https://www.coursera.org/specializations/memoir-personal-essay
Fundamentals of Music Theory,4.5,Beginner level,Approx. 11 hours to complete,Flexible schedule,"1,707 reviews",,"['Notation', 'Scales', 'Chords', 'Harmony', 'Rhythm']","['Pitches, Scales, Modes and Chords', 'Keys, Minor Scales, Intervals and Clefs', 'Rhythm and Form', 'Harmony 1: Functional Harmony', 'Harmony 2: Inversions, Cadences and Sequences', 'Harmonic Analysis Practice and Final Exam']","['Dr Thomas Butler', 'Dr John Philip Kitchen MBE', 'Dr Zack Moir', 'Eli Appleby-Donald', 'Dr Richard Worth', 'Dr Nikki Moran', 'Dr Thomas Butler']",The University of Edinburgh,Arts and Humanities,https://www.coursera.org/learn/edinburgh-music-theory
Visual Elements of User Interface Design,4.7,Beginner level,16 hours (approximately),Flexible schedule,"5,804 reviews",,"['User Interface Design (UI Design)', 'User Experience (UX)', 'Graphic Design']","['Course and Specialization Overview', 'What IS a user interface anyway?', 'Formal Elements of Interface Design', 'Active Elements of Interface Design', 'Composing the Elements of Interface Design']",[],California Institute of the Arts,Arts and Humanities,https://www.coursera.org/learn/visual-elements-user-interface-design
"Teaching with Art: Using Inquiry, Activities, and Themes Specialization",4.9,Intermediate level,1 months at 10 hours a week,Flexible schedule,33 reviews,"Learn the ways inquiry, activities, and accessible themes can support students’ creative thinking.Explore how to enhance students’ ability to make connections between classroom content and their prior knowledge and experiences. ","['Develop open-ended inquiry-based lessons', 'Develop inquiry-based lessons using open-ended questions', 'Create engaging multimodal activities to encourage active learning', 'Build lessons around themes', 'Cultivate collective meaning making using Social Emotional Learning strategies']","['Art & Inquiry: Museum Teaching Strategies For Your Classroom', 'Art & Activity: Interactive Strategies for Engaging with Art', 'Art & Ideas: Teaching with Themes']","['Larissa Raphael', 'Francis Estrada', 'Lisa Mazzola']",The Museum of Modern Art,Arts and Humanities,https://www.coursera.org/specializations/teaching-with-art
Greek and Roman Mythology,4.8,,Approx. 24 hours to complete,Flexible schedule,"2,302 reviews",,"['Art History', 'Greek Mythology', 'History', 'Mythology']","['Introduction', 'Becoming a Hero', 'Adventures Out and Back ', 'Identity and Signs', 'Gods and Humans', 'Ritual and Religion', 'Justice', 'Unstable Selves', 'The Roman Hero, Remade', ""Roman Myth and Ovid's Metamorphoses""]",[],University of Pennsylvania,Arts and Humanities,https://www.coursera.org/learn/mythology
