Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Essentials of Global Health,4.9,,Approx. 70 hours to complete,Flexible schedule,"1,950 reviews",,[],"['Module 1: Introduction', 'Module 2: The Burden of Disease', 'Module 3: Health Systems and Value for Money in Health', 'Module 4: Cross-Cutting Themes in Global Health - Part I', 'Module 4: Cross-Cutting Themes in Global Health - Part II', 'Module 4: Cross-Cutting Themes in Global Health - Part III', 'Module 5: Critical Causes of Illness and Death - Part I', 'Module 5: Critical Causes of Illness and Death - Part II', 'Module 5: Critical Causes of Illness and Death - Part III', 'Module 6: Looking Forward']",['Richard Skolnik'],['Yale University'],Health,https://www.coursera.org/learn/essentials-global-health
Biohacking Your Brain's Health,4.7,Beginner level,Approx. 13 hours to complete,Flexible schedule,"1,388 reviews",,[],"['Nutrition and the Brain', 'Exercise and the Brain', 'Meditation and the Brain', 'Sleep and the Brain']","['Karima Benameur, MD']",['Emory University'],Health,https://www.coursera.org/learn/biohacking-your-brains-health
Medical Neuroscience,4.9,Advanced level,Approx. 71 hours to complete,Flexible schedule,"2,680 reviews",,"['Brain', 'Neurological Disorders', 'Neurobiology', 'Neurology']","['Getting Started in Medical Neuroscience', 'Neuroanatomy: Introducing the Human Brain', 'Neuroanatomy: Surface Anatomy of the Human CNS', 'Neuroanatomy: Internal Anatomy of the Human CNS', 'Neural Signaling: Electrical Excitability and Signal Propagation', 'Neural Signaling: Synaptic Transmission and Synaptic Plasticity', 'Sensory Systems: General Principles and Somatic Sensation', 'Sensory Systems: The Visual System', 'Sensory Systems: Audition, Vestibular Sensation and the Chemical Senses', 'Movement and Motor Control: Lower and Upper Motor Neurons', 'Understanding the Paradigm of Eye Movements', 'Movement and Motor Control: Modulation of Movement', 'Movement and Motor Control: Visceral Motor Control', 'The Changing Brain: The Brain Across the Lifespan', 'Complex Brain Functions: Associational Cortex', 'Complex Brain Functions: Sleep, Emotion and Addiction', 'Comprehensive Final Exam ', 'Closing Remarks']","['Leonard E. White, Ph.D. ']",['Duke University'],Health,https://www.coursera.org/learn/medical-neuroscience
Patient Safety Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,"1,380 reviews",Identify the core aspects of a strong patient safety culture.Describe the attributes of systems and processes that support a strong patient safety culture and a culture of continuous learning. Analyze safety and quality measures to identify areas for improvement as well as to monitor and sustain improvement projects. Develop a patient safety or quality improvement strategic plan.,"['Patient Care', 'Comprehensive Unit-Based Safety Program (Cusp) Toolkit', 'Patient Safety', 'Quality Improvement']","['Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I)', 'Setting the Stage for Success: An Eye on Safety Culture and Teamwork (Patient Safety II)', 'Planning a Patient Safety or Quality Improvement Project (Patient Safety III)', 'Designing for Sustainment: Keeping Improvement Work on Track (Patient Safety IV)', 'Implementing a Patient Safety or Quality Improvement Project (Patient Safety V)', 'Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI)', 'Taking Safety and Quality Improvement Work to the Next Level (Patient Safety VII)']","['David Schwartz', 'David Thompson DNSc, MS, RN', 'Eileen Kasda', 'Lisa H. Lubomski, PhD', 'Bob Hody', 'Melinda Sawyer', 'Matt Austin']",['Johns Hopkins University'],Health,https://www.coursera.org/specializations/patient-safety
Foundational Skills for Communicating About Health,4.7,Beginner level,Approx. 14 hours to complete,Flexible schedule,112 reviews,"Define and collect important information about a target audience in order to make appropriate decisions about the communication effortSelect an audience-appropriate communications goalCraft a clear, concise core message for a communication effortDeploy at least two different types of narrative structures to support communications about health topics","['Communication', 'Health Communication', 'Storytelling', 'Messaging', 'Tailoring communications']","['Week 1', 'Week 2', 'Week 3', 'Week 4', 'Week 5']",['Brian  Zikmund-Fisher'],['University of Michigan'],Health,https://www.coursera.org/learn/foundational-skills-communicating-health
Positive Psychiatry and Mental Health ,4.8,,Approx. 19 hours to complete,Flexible schedule,"3,424 reviews",,[],"['Module 1 - Positive mental health and Psychiatry', 'Module 2 - Body and Mind', 'Module 3 - Love and Work ', 'Module 4 - Mental Illness', 'Module 5 - Paths to Recovery']",['Sonia Kumar'],['The University of Sydney'],Health,https://www.coursera.org/learn/positive-psychiatry
AI in Healthcare Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,"1,348 reviews","Identify problems healthcare providers face that machine learning can solveAnalyze how AI affects patient care safety, quality, and researchRelate AI to the science, practice, and business of medicineApply the building blocks of AI to help you innovate and understand emerging technologies  ",[],"['Introduction to Healthcare', 'Introduction to Clinical Data', 'Fundamentals of Machine Learning for Healthcare', 'Evaluations of AI Applications in Healthcare', 'AI in Healthcare Capstone']","['Mildred Cho', 'Steven Bagley', 'Tina Hernandez-Boussard', 'Serena Yeung', 'Nigam Shah', 'David Magnus', 'Laurence Baker', 'Matthew Lungren']",['Stanford University'],Health,https://www.coursera.org/specializations/ai-healthcare
School Health for Children and Adolescents Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,"1,479 reviews",,"['Nutrition', 'Behavioral Health', 'Learning Disabilities', 'School Health', 'Medical Conditions']","['Managing Asthma, Allergies, Diabetes, and Seizures in School', 'Managing ADHD, Autism, Learning Disabilities, and Concussion in School', 'Providing Social, Emotional, Behavioral, and Special Education Services in School', 'Healthy Practices: Nutrition, Physical Activity, and Community and Family Participation']","['Karen Hecker', 'Daniel Nicklas', 'Eve Kutchman', 'Lauren Welch']",['University of Colorado System'],Health,https://www.coursera.org/specializations/school-health-for-children-and-adolescents
The Business of Health Care Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,"1,315 reviews",,"['Insurance', 'Health Economics']","['Financial Acumen for Non-Financial Managers', 'The Economics of Health Care Delivery', 'Management Fundamentals', 'Health Care Innovation']","['David A. Asch, MD, MBA', 'Ezekiel J. Emanuel, MD, PhD', 'Roy Rosin, MBA', 'Michael Useem', 'Amol S. Navathe, MD, PhD', 'Christopher D. Ittner', 'Kevin Volpp, MD, PhD', 'Peter Cappelli', 'Christian Terwiesch', 'Guy David, PhD', 'Richard Lambert']",['University of Pennsylvania'],Health,https://www.coursera.org/specializations/healthcare-administration-management
Nutrition and Lifestyle in Pregnancy,4.8,Intermediate level,Approx. 7 hours to complete,Flexible schedule,"2,945 reviews",,[],"['Unit 1 - A Healthy Pregnancy Starts Before Conception', 'Unit 2 - Nutrition and Lifestyle for a Healthy Pregnancy', 'Unit 3 - Nutrition-Related Pregnancy Outcomes', 'Unit 4 - Practical Advice for a Healthy Pregnancy']",['Prof. Dr. Berthold Koletzko'],['Ludwig-Maximilians-Universität München (LMU)'],Health,https://www.coursera.org/learn/nutrition-pregnancy
Bacteria and Chronic Infections,4.7,,Approx. 9 hours to complete,Flexible schedule,"1,781 reviews",,"['Antimicrobial', 'Infection Control', 'Microbiology', 'Bacteriology']","['Introduction to Bacteria and Infections', 'Properties of Biofilms and Chronic Infections', 'Bacteria and biofilms as natural inhabitants of our body', 'Bacteria and biofilms in chronic infections', 'Diagnosis and treatment of chronic infections', 'The evolutionary perspectives of biofilms']",['Thomas Bjarnsholt'],['University of Copenhagen'],Health,https://www.coursera.org/learn/bacterial-infections
Chemicals and Health,4.7,Beginner level,Approx. 10 hours to complete,Flexible schedule,"1,251 reviews",,[],"['Week 1: Welcome & Introduction', 'Week 2 - Toxicology: What do chemicals do in our bodies?', 'Week 3 - Biomonitoring: How do we measure these chemicals in our bodies and why?', 'Week 4 - Health effects of chemicals: How do we figure out how chemicals affect our health?', 'Week 5 - Chemicals Policy: What do we do about chemicals & health?', 'Week 6: Case Studies ']","['Beth A. Resnick, MPH', 'Dr. Megan Weil Latshaw, PhD']",['Johns Hopkins University'],Health,https://www.coursera.org/learn/chemicals-health
Health Behavior Change: From Evidence to Action,4.8,Beginner level,Approx. 15 hours to complete,Flexible schedule,365 reviews,"Identify social, behavioral, and psychological factors that influence health and health care.Inform clinical care, public health programs, and health policy through results of empirical studies.Utilize best practices from clinical psychology and public health to make informed health decisions and to optimize health behaviors.Apply theory, methods, and research results in the social and behavioral sciences to public health practice and policy.","['health practices', 'health psychology', 'Mental Health', 'Public Health', 'behavioral psychology']","['Welcome to the course', 'Nutrition Part 1', 'Nutrition Part 2', 'Physical Activity Part 1', 'Physical Activity Part 2', 'Mental Health Part 1', 'Mental Health Part 2', 'Conclusion']",['Marney White'],['Yale University'],Health,https://www.coursera.org/learn/health-behavior-change
Epidemiology: The Basic Science of Public Health,4.7,,Approx. 6 hours to complete,Flexible schedule,"4,522 reviews",,[],"['Course Introduction, History of Epidemiology and Epidemiology Research', 'Understanding Measures of Disease Frequency', 'Study Designs', 'Measures of Association', 'Causality', 'Course Conclusion']","['Dr.  Karin Yeatts  ', 'Dr. Lorraine Alexander  ']",['The University of North Carolina at Chapel Hill'],Health,https://www.coursera.org/learn/epidemiology
Introduction to Healthcare,4.8,Beginner level,11 hours (approximately),Flexible schedule,823 reviews,The major challenges of the U.S.healthcare systemIssues you may encounter in efforts to improve healthcare delivery and the healthcare systemWho the key stakeholders are in the U.S. healthcare system,[],"['Overview of Health Care Systems and Key Challenges They Face', 'Physicians, Physician Practices, and Physician Payment', 'Hospitals, Other Provider Organizations, and Related Payment Systems', 'Intermediaries, Health Insurance Plans, and Health Care Financing', 'Health Care Products and Prescription Drugs, and Quality Measurement and Improvement', 'Ethics', 'Course Wrap Up']","['Nigam Shah', 'Mildred Cho', 'Laurence Baker']",['Stanford University'],Health,https://www.coursera.org/learn/intro-to-healthcare
International Women's Health and Human Rights,4.9,Beginner level,Approx. 57 hours to complete,Flexible schedule,"1,524 reviews",,"['Health Education', 'Reproductive Health', 'Community Health', 'Sexually Transmitted Infections']","['Introduction', ""Women's Rights = Human Rights"", 'Education', 'Childhood & Adolescence: Female Genital Mutilation', 'Childhood & Adolescence: HIV/AIDS', 'Reproductive Health', 'Engage Your Community - Assignment #1', 'Violence Against Women in the Home and Community', 'Women in War and Refugee Settings', ""Women's Quest to Escape Poverty: Work & Economic Empowerment"", ""Women's Quest to Escape Poverty: Sex Work & Sex Trafficking"", 'Women, Aging, and End of Life', 'Engage Your Community - Assignment #2', 'Choosing Priorities, Making a Difference']",['Anne Firth Murray'],['Stanford University'],Health,https://www.coursera.org/learn/womens-health-human-rights
Medical Terminology Specialization,4.9,Beginner level,1 months at 10 hours a week,Flexible schedule,399 reviews,,"['Communication', 'Medical language', 'Health records', 'human anatomy']","['Medical Terminology I', 'Medical Terminology II', 'Medical Terminology III']",['Laura S. Kabiri'],['Rice University'],Health,https://www.coursera.org/specializations/medicalterminology
Leading Healthcare Quality and Safety,4.8,Beginner level,Approx. 13 hours to complete,Flexible schedule,"1,211 reviews",,[],"['Establishing a Framework for Quality & Safety', 'Safety as a First Principle of Quality', 'Measures & Measurement', 'Quality and Safety Improvement Science', 'Leadership for Quality & Safety']","['Jean Johnson', 'Gregory Pawlson']",['The George Washington University'],Health,https://www.coursera.org/learn/quality-healthcare
Healthcare IT Support Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,884 reviews,,"['Technical Support', 'Customer Support', 'Electronic Health Records', 'Health Information Technology', 'Telemedicine']","['The Critical Role of IT Support Staff in Healthcare', 'Health Information Technology Fundamentals', 'Operations and Patient Safety for Healthcare IT Staff', 'Healthcare Data Security, Privacy, and Compliance']","['Paul Nagy, PhD, FSIIM', 'Sylvia Devlin, (R) (M) (QM), CIIP', 'Ashwini S. Davison, M.D.', 'Ebony Williams', 'Jessica M. Roosth']",['Johns Hopkins University'],Health,https://www.coursera.org/specializations/healthcare-it
Human Anatomy and Medical Terminology Fundamentals Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,51 reviews,,"['Medical language', 'Knowledge of Major Diseases', 'human anatomy', 'Medical Terminology']","['Medical Terminology, Anatomy, and Physiology Fundamentals', 'The Skin, Bones, and Muscles', ""The Human Body's Communication Systems"", 'The Heart, Blood, and Lungs', 'Digestion, Micturition, and Reproduction']",['Jennifer Zabel'],['MedCerts'],Health,https://www.coursera.org/specializations/human-anatomy-medical-terminology-fundamentals
Understanding Obesity,4.6,Beginner level,Approx. 6 hours to complete,Flexible schedule,723 reviews,,[],"['Week 1: What we know, and how we know it.', 'Physiology and Stress', 'Psychology and Behaviour', 'Consolidation and Discussion']",['Dr John Menzies'],['The University of Edinburgh'],Health,https://www.coursera.org/learn/understanding-obesity
Health Systems Development Specialization,4.8,Beginner level,2 months at 10 hours a week,Flexible schedule,136 reviews,,[],"['Health Systems Development: Introduction to Health Systems', 'Health Systems Development: Health systems, Policy and Research', 'Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health']",['Dr Sondus Hassounah'],['Imperial College London'],Health,https://www.coursera.org/specializations/health-systems-development
Managing Your Health: The Role of Physical Therapy and Exercise,4.7,Beginner level,Approx. 12 hours to complete,Flexible schedule,661 reviews,,[],"['Intro to the Course & Module 1: Just Keep Moving - Why physical activity and exercise are important', 'Managing your Health: The Role of Physical Therapy and Exercise Module 2: Exercise and Cardiovascular Disease', 'Managing your Health: The Role of Physical Therapy and Exercise   Module 3: Exercise and Osteoporosis', 'Managing your Health: The Role of Physical Therapy and Exercise   Module 4: Exercise and Cancer', 'Managing your health: the role of physical therapy and exercise module 5: Common Sports Injuries', 'Managing your health: The role of physical therapy and exercise module 6: Exercise and Arthritis']","['Dina Brooks, PhD, PT', 'Brenda Mori, BScPT, MSc, PhD', 'Euson Yeung, PhD, PT']",['University of Toronto'],Health,https://www.coursera.org/learn/physical-therapy-exercise
Integrative Health and Medicine Specialization,4.8,Beginner level,2 months at 10 hours a week,Flexible schedule,"1,100 reviews","Assess  the current and potential role for integrative therapies in health and healthcare, including your own workplace.Discuss the evidence base for use of integrative therapies, including the historical, clinical, and research data.    Assess if a therapy is appropriate, Educate patients about  benefit and risk, Administer or advise on use, and Evaluate if the therapy was useful.Partner with patients to incorporate integrative therapies for specific symptom management or enhanced health and wellbeing.    ","['improved symptom management', 'patient-centered care', 'wellbeing', 'evidence-based practice', 'integrative medicine']","['Introduction to Integrative Therapies and Healing Practices', 'Guided Imagery', 'Herbal Medicine', 'Aromatherapy: Clinical Use of Essential Oils', 'Mindfulness in Integrative Healthcare']","['Louise Delagran', 'Teri Verner, DNP, RN', 'Alex Haley', 'Amy Taylor, MD', 'Robin Austin, DNP, DC', 'Susan Thompson, DNP', 'Janet Tomaino, DNP']",['University of Minnesota'],Health,https://www.coursera.org/specializations/integrative-health-and-medicine
Managing Emotions in Times of Uncertainty & Stress,4.8,Beginner level,Approx. 9 hours to complete,Flexible schedule,"2,756 reviews",Educate school staff in the science and impact of stressProvide school staff with the opportunity to build and apply social and emotional skills and strategiesOffer strategies for helping students to identify and manage their emotionsProvide resources and ideas that are relevant during this time of heightened stress and uncertainty,[],"['Introduction to SEL and Why Emotions Matter', 'Identifying Our Emotions', 'Managing Our Own Emotions with Action Strategies', 'Managing Emotions by Shifting How We Think', 'Becoming a Culturally Responsive Emotion Scientist', ""Identifying Others' Emotions"", 'Helping Others Manage Emotions', 'Making a Commitment to Lasting Change']",['Marc Brackett'],['Yale University'],Health,https://www.coursera.org/learn/managing-emotions-uncertainty-stress
Healing with the Arts,4.6,,Approx. 12 hours to complete,Flexible schedule,877 reviews,,"['Music', 'Art', 'Meditation', 'Visual Arts']","['Course Introduction', 'Visual Arts', 'Music', 'Movement', 'Word', 'Conclusion']","['Michael Samuels, MD', 'Mary Rockwood Lane, PhD, RN, FAAN']",['University of Florida'],Health,https://www.coursera.org/learn/healing-with-the-arts
Systems Thinking In Public Health,4.6,,Approx. 14 hours to complete,Flexible schedule,877 reviews,,[],"['Introduction to Systems Thinking and Complex Adaptive Systems', 'System Conceptualization Using Causal Loop Diagrams', 'System Dynamics Simulation Using Stock-and-Flow Diagrams', 'Practical and policy implications']","['Ligia Paina, PhD', 'David Bishai, MD, PhD']",['Johns Hopkins University'],Health,https://www.coursera.org/learn/systems-thinking
Child Nutrition and Cooking,4.8,Beginner level,Approx. 11 hours to complete,Flexible schedule,"9,934 reviews",,"['Nutrition', 'Organic Food', 'Food Safety', 'Food Science']","['Why Home Cooking Matters', 'What Constitutes a Balanced Meal?', 'From Supermarket to Dinner Table to School', 'Sustainable Eating', 'Labels, Allergies and Taste']","['Maya Adam, MD']",['Stanford University'],Health,https://www.coursera.org/learn/childnutrition
Health Coaching Conversations,4.7,Beginner level,Approx. 5 hours to complete,Flexible schedule,81 reviews,,"['goal setting', 'behaviour change', 'person-centred conversations', 'health coaching']","['The foundations of health coaching', 'Health coaching skills', 'The process of health coaching', 'Integrating coaching skills within healthcare consultations']",['Dr Arti Maini'],['Imperial College London'],Health,https://www.coursera.org/learn/healthcoachingconversations
Everyday Chinese Medicine,4.7,Intermediate level,Approx. 9 hours to complete,Flexible schedule,944 reviews,,[],"['Session 1: Chinese Medicine: Introduction to Basic Theory', 'Session 2: Zang-Fu Organs Concepts in Chinese Medicine ', 'Session 3: Relationship between Zang-Fu Organs; An introduction of Qi in Chinese medicine', 'Session 4: Blood, Body Fluids and Pathogenesis of disease in Chinese Medicine', 'SESSION 5: Basics of Chinese Medicine Diagnostics (I)']","['Prof. Vincent CHUNG', 'Prof. Zhi-xiu LIN', 'Prof. Justin Che-Yuen WU', 'Dr. Ching LIONG', 'Prof. Wendy WONG']",['The Chinese University of Hong Kong'],Health,https://www.coursera.org/learn/everyday-chinese-medicine
Global Health Policy,4.7,Beginner level,Approx. 10 hours to complete,Flexible schedule,240 reviews,Summarize key issues and challenges in global health policy and governanceExplain double burden of disease and its impact on health systemsApply core elements of universal health coverage within the context of ageing societies,[],"['Global Health Policy and Governance', 'Pandemics and Health Security Responses', 'Universal Health Coverage in the Context of Aging', ""The Future of Japan's Health System: Sustaining Good Health with Equity at Low Cost""]","['Hiroshi Nishiura', 'Kenji Shibuya', 'Stuart Gilmour']",['The University of Tokyo'],Health,https://www.coursera.org/learn/global-health-policy
Health Across the Gender Spectrum,4.8,Beginner level,Approx. 8 hours to complete,Flexible schedule,"2,078 reviews",,"['Mental Health Education', 'Patient Care', 'Public Health', 'Medicine']","['What is Gender Identity?', 'What is the Gender Spectrum?', 'How Do We Create a Gender-Inclusive Society?']","['Maya Adam, MD']",['Stanford University'],Health,https://www.coursera.org/learn/health-gender-spectrum
An Introduction to Global Health,4.8,,Approx. 19 hours to complete,Flexible schedule,807 reviews,,"['Maternal Child Health', 'Reproductive Health', 'Public Health', 'Community Health']","['Defining and Measuring Global Health', 'Infectious Diseases', 'Non-Communicable Diseases and Injuries', 'Maternal and Child Health', 'Environment, Climate and Migration', 'Food and Water', 'Health Systems and Global Health Governance']",['Flemming Konradsen'],['University of Copenhagen'],Health,https://www.coursera.org/learn/global-health-introduction
Foundations of Global Health Specialization,4.8,Beginner level,2 months at 10 hours a week,Flexible schedule,671 reviews,,"['Nutrition', 'International Law', 'Humanitarian', 'Public Health']","['Understanding and Strengthening Health Systems', 'Public Health in Humanitarian Crises 1', 'Health for All Through Primary Health Care', 'Diagnosing Health Behaviors for Global Health Programs', 'Community Change in Public Health', 'Training and Learning Programs for Volunteer Community Health Workers']","['Gilbert Burnham, MD', 'William Brieger, DrPH', 'Dr. Henry Perry, MD, PhD, MPH', 'Mija Ververs']",['Johns Hopkins University'],Health,https://www.coursera.org/specializations/global-health
Become an EMT Specialization,4.8,Beginner level,2 months at 10 hours a week,Flexible schedule,"1,552 reviews",,"['Emergency Medicine', 'Emergency Medical Technician', 'EMT', 'Trauma']","['EMT Foundations', 'Medical Emergencies: Airway, Breathing, and Circulation', 'Medical Emergencies: CPR, Toxicology, and Wilderness', 'Trauma Emergencies and Care', 'Emergency Care: Pregnancy, Infants, and Children', 'Prepare for the EMT Certification Test']","['Arthur Pliaconis', 'Kathrine Lopez', 'Whitney Barrett, MD', 'Angela Wright, MD']",['University of Colorado System'],Health,https://www.coursera.org/specializations/become-an-emt
Global Health and Humanitarianism,4.7,Beginner level,Approx. 11 hours to complete,Flexible schedule,234 reviews,,[],"['What is Global Health?     ', 'Global Health definitions, case studies and evolution', 'Humanitarian Response', 'Humanitarian Dilemmas', 'The Right to Humanitarian Assistance', 'Responsibility to Protect (R2P)']","['Prof Tim Jacoby', 'Dr Amy Hughes', 'Dr Kirsten Howarth']",['University of Manchester   '],Health,https://www.coursera.org/learn/health-humanitarianism
"Anatomy of the Chest, Neck, Abdomen, and Pelvis",4.8,Intermediate level,Approx. 12 hours to complete,Flexible schedule,"1,624 reviews",,[],"['Chest Cavity and Lungs', 'Anatomy of the Heart', 'Mediastinum and Great Vessels', 'Abdomen (Duodenum and Pancreas)', 'Anatomy of the Abdomen', 'Abdomen (Mesenteric Vessels, Retroperitoneum, and Kidneys)', 'Pelvis and Perineum ']","['Shanta Kapadia', 'William B. Stewart ', 'Charles Duncan']",['Yale University'],Health,https://www.coursera.org/learn/trunk-anatomy
Hacking Exercise For Health. The surprising new science of fitness.,4.7,Beginner level,Approx. 22 hours to complete,Flexible schedule,766 reviews,How to evaluate the role that physical activity plays in your healthHow your cardiorespiratory fitness can be improved with aerobic trainingHow strength training results in strength gains and improve your healthHow to formulate you own cardiorespiratory and musculoskeletal exercise routine to improve your health,"['Nutrition', 'exercise', 'health', 'musculoskeletal', 'Cardiorespiratory']","['The Basics of Fitness', 'Cardiorespiratory Fitness', 'Musculoskeletal Fitness', 'Combining Cardio and Strength Fitness']","['Stuart Phillips', 'Martin Gibala']",['McMaster University'],Health,https://www.coursera.org/learn/hacking-exercise-health
