Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,4.9,,Approx. 37 hours to complete,Flexible schedule,"4,721 reviews",,"['Game Theory', 'Negotiation', 'Collaboration', 'Principled Negotiation']","['Introduction / What is the Pie?', 'Negotiation Caselets', 'Zincit Case', 'Outpsider Case', 'Advanced Topics', 'Linda Babcock: Ask for It', 'Herb Cohen: You Can Negotiate Anything', 'John McCall MacBain: The Consummate Dealmaker', 'Acknowledgments and Further Readings']",['Barry Nalebuff'],['Yale University'],Business,https://www.coursera.org/learn/negotiation
Google Project Management: Professional Certificate,4.8,Beginner level,6 months at 10 hours a week,Flexible schedule,"95,097 reviews","Gain an immersive understanding of the practices and skills needed to succeed in an entry-level project management roleLearn how to create effective project documentation and artifacts throughout the various phases of a projectLearn the foundations of Agile project management, with a focus on implementing Scrum events, building Scrum artifacts, and understanding Scrum rolesPractice strategic communication, problem-solving, and stakeholder management through real-world scenarios","['Project Management', 'Change Management', 'Strategic Thinking', 'Career Development', 'Organizational Culture', 'Risk Management', 'Quality Management', 'Project Execution', 'Agile Management', 'Problem Solving', 'Coaching', 'Scrum', 'Influencing', 'Effective Communication', 'Stakeholder Management', 'Business Writing', 'Project Charter', 'Procurement', 'Task Estimation', 'Project Planning']","['Foundations of Project Management', 'Project Initiation: Starting a Successful Project', 'Project Planning: Putting It All Together', 'Project Execution: Running the Project', 'Agile Project Management', 'Capstone: Applying Project Management in the Real World']",['Google Career Certificates'],['Google'],Business,https://www.coursera.org/professional-certificates/google-project-management
English for Business and Entrepreneurship,4.8,Beginner level,Approx. 31 hours to complete,Flexible schedule,"4,670 reviews",,"['Business Plan', 'Market Research', 'English Language', 'Entrepreneurship']","['Unit 1: Becoming an Entrepreneur', 'Unit 2: Identifying an Opportunity', 'Unit 3: Creating a Business Plan (Part 1)', 'Unit 3: Creating a Business Plan (Part 2)', 'Unit 4: Attracting Investors and Obtaining Financial Support']","['James Riedel', 'Amy Nichols']",['University of Pennsylvania'],Business,https://www.coursera.org/learn/business
Small Business Marketing Using YouTube,4.6,Beginner level,1 hour,,487 reviews,How to create a YouTube channelHow to use YouTube to promote your small business,"['Uploading videos to YouTube', 'Using Creator Studio', 'Using the Analytics tool', 'Creating a YouTube channel']",['Learn step-by-step'],['Julia Arteno'],['Coursera Project Network'],Business,https://www.coursera.org/projects/youtube-small-business-marketing
Business Analytics with Excel: Elementary to Advanced,4.8,Intermediate level,Approx. 23 hours to complete,Flexible schedule,"1,454 reviews",,"['Modeling', 'Spreadsheet', 'Microsoft Excel', 'Business Analytics', 'Solver']","['Introduction to Excel: Basics and Best Practices', 'What-If Analysis in Excel', 'Decision Analysis through Regression and NPV', 'Linear Programming', 'Transportation and Assignment Problems', 'Integer Programming and Nonlinear Programming']","['Joseph W. Cutrone, PhD']",['Johns Hopkins University'],Business,https://www.coursera.org/learn/business-analytics-excel
Introduction to Business Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,140 reviews,"Determine content that resonates with consumers and how businesses can differentiate themselves in competitive markets with that content.Explore business growth best practices, including the basics of management, employee leadership development, and strategic planning.Utilize critical financial information to help run and grow a business while managing cash flow and expenses.","['Storytelling', 'Leadership Style', 'Strategic Planning', 'engagement', 'Expense Control']","['Essentials of Management and Strategic Planning', 'Fundamentals of Finance', 'Introduction to Digital Marketing']","['Marla Noel', 'Steve Fritzenkotter']","['University of California, Irvine']",Business,https://www.coursera.org/specializations/business-introduction
"Brand Management: Aligning Business, Brand and Behaviour",4.9,Beginner level,Approx. 17 hours to complete,Flexible schedule,"7,024 reviews",,"['Corporate Branding', 'Brand Marketing', 'Brand Management', 'Brand Identity']","['Brand Purpose & Experience', 'Brand Design & Delivery', 'Brand Leadership and Alignment', 'Brand Practices & Engagement', 'Brand Metrics & Returns']",['Nader Tavassoli'],"['University of London', 'London Business School']",Business,https://www.coursera.org/learn/brand
Business Strategy Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,"2,635 reviews",How to evaluate industry evolutionHow to build and sustain competitive advantageHow to formulate and assess business strategiesHow to align efforts to organizational strategy,"['Strategic Analysis', 'Strategic Management', 'Strategic Thinking', 'Business Strategy']","['Foundations of Business Strategy', 'Advanced Business Strategy', 'Business Growth Strategy', 'Strategic Planning and Execution', 'Business Strategy in Practice (Project-centered Course)']","['Scott Snell', 'Jared Harris', 'Michael Lenox']",['University of Virginia'],Business,https://www.coursera.org/specializations/business-strategy
Strategic Leadership and Management Specialization,4.8,Beginner level,2 months at 10 hours a week,Flexible schedule,"6,272 reviews",,"['Strategic Management', 'Negotiation', 'Leadership', 'Business Strategy']","['Leading Teams: Developing as a Leader', 'Leading Teams: Building Effective Team Cultures', 'Designing the Organization', 'Managing the Organization', 'Business Strategy', 'Corporate Strategy', 'Strategic Leadership and Management Capstone']","['Elizabeth A. Luckman', 'Deepak Somaya', 'Kari Keating', 'Joe Mahoney', 'Denise Lewin Loyd', 'E. Geoffrey Love', 'Jeff Flesher', 'Michael Bednar']",['University of Illinois at Urbana-Champaign'],Business,https://www.coursera.org/specializations/strategic-leadership
Principles of Management,4.7,,Approx. 15 hours to complete,Flexible schedule,237 reviews,Effectively manage teamsFacilitate constructive conflict & coach employees for successFocus team's work on meeting strategic & project objectives,"['Business Communication', 'Coaching', 'strategy', 'Team Management', 'Leadership And Management']","['Introduction to Management: Communicating with Direct Reports & Teams ', 'Coaching Direct Reports & Teams and Influencing Without Authority', 'Strategy,   Priorities, Projects ', 'Making High-Quality, Ethical Decisions']",['Illysa Izenberg'],['Johns Hopkins University'],Business,https://www.coursera.org/learn/principles-of-management
AI For Business Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,482 reviews,,"['Artificial Intelligence (AI)', 'Analytics', 'Machine Learning', 'Management', 'Fraud Prevention']","['AI Fundamentals for Non-Data Scientists', 'AI Applications in Marketing and Finance', 'AI Applications in People Management ', 'AI Strategy and Governance']","['Kevin Werbach', 'Michael R Roberts', 'Prasanna Tambe', 'Lynn Wu', 'Kartik Hosanagar', 'Peter Cappelli', 'Raghu Iyengar', 'Matthew Bidwell']",['University of Pennsylvania'],Business,https://www.coursera.org/specializations/ai-for-business-wharton
How to Start Your Own Business Specialization,4.6,Beginner level,2 months at 10 hours a week,Flexible schedule,724 reviews,,"['Leadership', 'Lean Startup', 'Plan', 'Entrepreneurship']","['Developing An Entrepreneurial Mindset: First Step Towards Success ', 'The Search for Great Ideas: Harnessing creativity to empower innovation. ', 'Planning: Principled, Proposing, Proofing, and Practicing to a Success Plan', 'Structure: Building the Frame for Business Growth', 'Launch Strategy: 5 Steps to Capstone Experience', 'Capstone - Launch Your Own Business!']","['Forrest S. Carter', 'David Wheeler', 'Ken Szymusiak']",['Michigan State University'],Business,https://www.coursera.org/specializations/start-your-own-business
Increase Engagement to your Instagram Business Profile ,4.0,Beginner level,2 hours,,169 reviews,Publish visually appealing images on your Instagram Business page.,"['Social Media Marketing', 'Social Media', 'Social Media Platforms']",['Learn step-by-step'],['Michelle Flores'],['Coursera Project Network'],Business,https://www.coursera.org/projects/increase-engagement-instagram-business-profile
"AI, Business & the Future of Work",4.7,Beginner level,Approx. 11 hours to complete,Flexible schedule,378 reviews,How AI can give you better information upon which to make better decisions.How AI can help you automate processes and become more efficient.How AI will impact your industry so that you can avoid the pitfalls and seize the benefits.,[],"['Introduction to AI in work and business', 'What AI can do', 'Risks with AI', 'AI and the future of work']",['Anamaria Dutceac Segesten'],['Lund University'],Business,https://www.coursera.org/learn/ai-business-future-of-work
Excel Skills for Business Specialization,4.9,Beginner level,3 months at 10 hours a week,Flexible schedule,"44,793 reviews","Be comfortable navigating the Excel user interface, entering, manipulating and formatting data.Use formulas and functions to perform calculations on data. Automate choices and data lookups using functions.Analyze data and present the results in a user-friendly way. Create charts and tables that effectively summarize raw data.Create easy-to-use spreadsheets. Validate data, find and correct errors. Create navigation aids for large workbooks.","['Data Validation', 'Microsoft Excel', 'Microsoft Excel Macro', 'Pivot Table']","['Excel Skills for Business: Essentials', 'Excel Skills for Business: Intermediate I', 'Excel Skills for Business: Intermediate II', 'Excel Skills for Business: Advanced']","['Dr Prashan S. M. Karunaratne', 'Professor Yvonne Breyer', 'Nicky Bull']",['Macquarie University'],Business,https://www.coursera.org/specializations/excel
The Strategy of Content Marketing,4.5,Intermediate level,Approx. 20 hours to complete,Flexible schedule,"4,331 reviews",,"['Management', 'Writing', 'Content Marketing', 'Copywriting']","['The Content Marketing Ecosystem', 'The Strategic Context (The 7A Framework)', 'Mapping the Journey: Crafting a Content Marketing Strategy', 'The Strategic Types of Content', 'Managing Your Content']",['Sonia Simone'],"['University of California, Davis']",Business,https://www.coursera.org/learn/content-marketing
Lesson | Business English Skills: Introducing Yourself in Business Settings ,4.4,Intermediate level,Approx. 1 hour to complete,Flexible schedule,170 reviews,,[],['Lesson | Business English Skills: Introducing Yourself in Business Settings'],['Richard Moore'],['University of Washington'],Business,https://www.coursera.org/learn/lesson-business-english-skills-introducing-yourself-in-business-settings
International Business Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,196 reviews,"Comprehend and critique global business including trade theories, globalization, political and economic systems, ethics, and international trade law.Apply models of national culture to international marketing and human resource management.Understand methods of organizing international logistics and supply chains and explain foreign currency exchange and its risks.Analyze and evaluate the many modes and methods that businesses can participate in international markets.","['International Finance', 'Global Marketing', 'International Trade', 'International Logisitics', 'International Living']","['International Business Context', 'International Business and Culture', 'International Business Operations', 'International Business Venturing Abroad']",['Stephen R. Lawrence'],['University of Colorado Boulder'],Business,https://www.coursera.org/specializations/international-business
Business Analytics Specialization,4.7,Beginner level,2 months at 10 hours a week,Flexible schedule,134 reviews,,"['Data Analysis', 'Analytics', 'Machine Learning', 'Rstudio', 'power bi']","['Introduction to Business Analytics with R', 'Introduction to Business Analytics: Communicating with Data ', 'Tools for Exploratory Data Analysis in Business', 'Machine Learning Algorithms with R in Business Analytics', 'Applying Data Analytics in Marketing', 'Applying Data Analytics in Accounting']","['Ashish Khandelwal', 'Kevin Hartman', 'Joseph T. Yun', 'Ronald Guymon', 'Gies College of Business, University of Illinois', 'Unnati Narang']",['University of Illinois at Urbana-Champaign'],Business,https://www.coursera.org/specializations/analytics
Google Digital Marketing & E-commerce Professional Certificate,4.8,Beginner level,6 months at 10 hours a week,Flexible schedule,"20,668 reviews","Learn the fundamentals of digital marketing and e-commerce to gain the skills needed to land an entry-level jobAttract and engage customers through digital marketing channels like search and emailMeasure marketing performance through analytics and present insightsBuild e-commerce stores, analyze online performance, and grow customer loyalty","['Search Engine Optimization (SEO)', 'E-Commerce', 'Email Marketing', 'display advertising', 'Marketing']","['Foundations of Digital Marketing and E-commerce', 'Attract and Engage Customers with Digital Marketing', 'From Likes to Leads: Interact with Customers Online', 'Think Outside the Inbox: Email Marketing', 'Assess for Success: Marketing Analytics and Measurement', 'Make the Sale: Build, Launch, and Manage E-commerce Stores', 'Satisfaction Guaranteed: Develop Customer Loyalty Online']",['Google Career Certificates'],['Google'],Business,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
Practical Guide to Trading Specialization,4.4,Beginner level,1 months at 10 hours a week,Flexible schedule,424 reviews,"Understand the interconnectedness of the global capital markets Learn how to trade options, futures, currencies, and equitiesAcquire knowledge of fixed income products such as corporate and municipal debtHands-on experience with IBKR’s global trading platform using a simulated trading account ","['Futures', 'World Markets', 'Options Strategies', 'Fundamental Analysis', 'Equities']","['Fundamentals of Equities', 'Forex - Trading Around the World', 'U.S. Bond Investing Basics', 'Derivatives - Options & Futures']","['Jeff Praissman', 'Andrew Wilkinson', 'Mary MacNamara', 'Lucas Deaver', 'Steven Levine']",['Interactive Brokers'],Business,https://www.coursera.org/specializations/financial-instruments-trading-investing
Relationship Management and Business Development ,4.4,Intermediate level,Approx. 6 hours to complete,Flexible schedule,42 reviews,"Implement effective strategies to identify and cultivate relationships with clients, stakeholders, and business partners.   Apply techniques for segmenting target markets and utilizing proactive networking approaches to identify potential relationship opportunities.   Build rapport and engage in effective communication within a business context, emphasizing trust, credibility, and strong connections.   Leverage relationships to create business opportunities through a client-centric approach, and upselling, and nurturing long-term partnerships.","['Relationship Building', 'Business development', 'Stakeholder Management', 'Networking', 'Rapport Building']",['Relationship Management and Business Development'],['Hector Sandoval'],['Starweaver'],Business,https://www.coursera.org/learn/relationship-management-and-business-development
Introduction to Microsoft Excel,4.6,Intermediate level,1.5 hours,,"4,748 reviews",Create an Excel spreadsheet and learn how to maneuver around the spreadsheet for data entry.Create simple formulas in an Excel spreadsheet to analyze data.,"['Formatting Excel Spreadsheets', 'Creating Basic Formulas in Excel Spreadsheets', 'Creating Excel Spreadsheets', 'Maneuvering around Excel Spreadsheets']",['Learn step-by-step'],['Summer Scaggs'],['Coursera Project Network'],Business,https://www.coursera.org/projects/introduction-microsoft-excel
Business and Financial Modeling Specialization,4.5,Beginner level,1 months at 10 hours a week,Flexible schedule,"7,736 reviews",Create your own quantitative modelsHarness the power of spreadsheets to map and predict dataUnderstand the measurement and management of riskStructure your decision-making for optimum results,"['Financial Modeling', 'Microsoft Excel', 'Simulation', 'Linear Programming (LP)']","['Fundamentals of Quantitative Modeling', 'Introduction to Spreadsheets and Models', 'Modeling Risk and Realities', 'Decision-Making and Scenarios', 'Wharton Business and Financial Modeling Capstone']","['Don Huesman', 'Robert W. Holthausen', 'Senthil Veeraraghavan', 'Sergei Savin', 'Richard Waterman', 'Richard Lambert']",['University of Pennsylvania'],Business,https://www.coursera.org/specializations/wharton-business-financial-modeling
Google Business Intelligence Professional Certificate,4.7,Advanced level,2 months at 10 hours a week,Flexible schedule,"1,001 reviews","Explore the roles of business intelligence (BI) professionals within an organizationPractice data modeling and extract, transform, load (ETL) processes that meet organizational goals Design data visualizations that answer business questionsCreate dashboards that effectively communicate data insights to stakeholders","['Business Intelligence', 'Extraction, Transformation And Loading (ETL)', 'Bigquery', 'Dashboarding and Reporting', 'Data Analysis', 'Data Modeling', 'Business Analysis', 'SQL', 'Tableau Software', 'Business Process', 'Sheets', 'Data Visualization']","['Foundations of Business Intelligence', 'The Path to Insights: Data Models and Pipelines', 'Decisions, Decisions: Dashboards and Reports']",['Google Career Certificates'],['Google'],Business,https://www.coursera.org/professional-certificates/google-business-intelligence
Tableau Business Intelligence Analyst  Professional Certificate,4.7,Beginner level,8 months at 10 hours a week,Flexible schedule,215 reviews,"Gain the essential skills necessary to excel in an entry-level Business Intelligence Analytics role.Learn to use Tableau Public to manipulate and prepare data for analysis.Craft and dissect data visualizations that reveal patterns and drive actionable insights.Construct captivating narratives through data, enabling stakeholders to explore insights effectively.","['Data Analysis', 'Presentation Skills', 'Reporting Skills', 'data visualizations', 'Tableau Software', 'Data Management']","['Introduction to Business Analytics', 'Business Analysis Process', 'Data Ecosystem', 'Introduction to Tableau', 'Data Visualization with Tableau', 'Advanced Data Visualization with Tableau', 'Data Analysis with Tableau', 'Communicating Data Insights with Tableau']",['Tableau Learning Partner Instructor '],['Tableau Learning Partner'],Business,https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst
International Business Essentials Specialization,4.5,Intermediate level,2 months at 10 hours a week,Flexible schedule,"1,212 reviews","Build the essential business, academic and cultural skills necessary to succeed in international business.Practice a variety of ways to present data, probability and statistical estimation.Learn the essential mathematics required to succeed in international business, including equations and functions.Explore the international business environment in which organisations function, learning about core analysis methods such as PESTLE and SWOT.","['Delegation', 'Business Plan', 'Pest Analysis', 'Statistical Hypothesis Testing']","['Professional Skills for International Business', 'Management Skills for International Business', 'Quantitative Foundations for International Business', 'Statistics for International Business', 'International Business Environment', 'International Business Capstone']","['David James', 'Barry McCarthy', 'Dr Alan Parkinson', 'George Kapetanios']",['University of London'],Business,https://www.coursera.org/specializations/mba
Supply Chain Management Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,"11,832 reviews",,"['Forecasting', 'Lean Six Sigma', 'Supply Chain Risk Management', 'Logistics', 'Supply Chain']","['Supply Chain Logistics', 'Supply Chain Operations', 'Supply Chain Planning', 'Supply Chain Sourcing', 'Supply Chain Management Strategy']","['Rudolf Leuschner, Ph.D.']",['Rutgers the State University of New Jersey'],Business,https://www.coursera.org/specializations/supply-chain-management
Business Writing,4.8,Beginner level,12 hours (approximately),Flexible schedule,"4,522 reviews",Write clearly and effectively.,"['Grammar', 'Communication', 'Business Writing', 'Writing']","['Building Great Business Writing', 'The Formula for Writing Success', 'Crafting Powerful Writing', 'Activate Your Voice!']",['Dr. Quentin McAndrew'],['University of Colorado Boulder'],Business,https://www.coursera.org/learn/writing-for-business
Strategic Management and Innovation Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,"3,650 reviews",,"['Strategic Management', 'Strategy Implementation', 'Strategic Thinking', 'Business Strategy']","['Strategic Management', 'Strategy Formulation', 'Strategy Implementation', 'Strategic Management - Capstone Project']","['Nicolai Pogrebnyakov', 'Marcus Møller Larsen', 'Robert Austin']",['Copenhagen Business School'],Business,https://www.coursera.org/specializations/strategic-management
Data Warehousing for Business Intelligence Specialization,4.5,Advanced level,8 months at 10 hours a week,Flexible schedule,"2,389 reviews",,"['Pentaho', 'SQL', 'Data Visualization', 'Data Warehouse']","['Database Management Essentials', 'Data Warehouse Concepts, Design, and Data Integration', 'Relational Database Support for Data Warehouses', 'Business Intelligence Concepts, Tools, and Applications', 'Design and Build a Data Warehouse for Business Intelligence Implementation']","['Michael Mannino', 'Jahangir Karimi']",['University of Colorado System'],Business,https://www.coursera.org/specializations/data-warehousing
Creating a Free Business Page with Blogger,4.6,Beginner level,1 hour,,116 reviews,Make business page on Blogger platform.Create social media content to promote business.Communicate with clients.,"['Social Media', 'Small Business', 'Blogging', 'Marketing']",['Learn step-by-step'],['Julia Arteno'],['Coursera Project Network'],Business,https://www.coursera.org/projects/free-blogger-business-page
Business Strategies for A Better World Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,"1,520 reviews",,"['Social Return On Investment (SROI)', 'Corruption', 'Social Entrepreneurship', 'Socially Responsible Investing']","['Global Trends for Business and Society', 'Corruption', 'Social Entrepreneurship', 'Business Strategies for Social Impact']","['Ian ""Mac"" MacMillan', 'Katherine Klein', 'Christopher Geczy', 'Mauro Guillen', 'James D. Thompson', 'Philip Nichols']",['University of Pennsylvania'],Business,https://www.coursera.org/specializations/wharton-global-business-strategy
Global Challenges in Business Specialization,4.7,Beginner level,3 months at 10 hours a week,Flexible schedule,358 reviews,,"['Multiculturalism', 'Global Marketing', 'Global Strategy', 'Global Leadership & Strategy']","['Global Strategy I: How The Global Economy Works', 'Global Strategy II: Doing Business in The Global Economy', 'Global Marketing: Cultural Frameworks', 'Global Marketing: Building Iconic Brands', 'Global Impact: Cross-Cultural Management', 'Global Impact: Multiculturalism']","['Andrew Allen', 'Carlos J. Torelli', 'Marcelo Bucheli', 'Maria Rodas', 'Tina Girndt-Clougherty']",['University of Illinois at Urbana-Champaign'],Business,https://www.coursera.org/specializations/global-challenges-business
Meta Social Media Marketing Professional Certificate,4.9,Beginner level,,Flexible schedule,"16,728 reviews","Establish an online presence, build a following, and manage your social media accountsDevelop effective social media posts and create a strong social media brand presenceCreate Facebook and Instagram ad campaigns in Meta Ads Manager that drive business resultsLearn to evaluate and interpret the results of your social posts and advertising campaigns","['Social Media Marketing', 'Brand Management', 'Content Marketing', 'Digital Marketing', 'Performance Advertising']","['Introduction to Social Media Marketing', 'Social Media Management ', 'Fundamentals of Social Media Advertising', 'Advertising with Meta', 'Measure and Optimize Social Media Marketing Campaigns', 'Meta Social Media Marketing Capstone']","['Anke Audenaert', 'Daniel Kob']",['Meta'],Business,https://www.coursera.org/professional-certificates/facebook-social-media-marketing
Driving business towards the Sustainable Development Goals,4.8,Beginner level,Approx. 15 hours to complete,Flexible schedule,"1,282 reviews","Know what the SDGs are, why they are important and how each individual can be an agent for positive change in the worldDevelop a positive, critical, aware and courageous attitude towards the SDGsBe able to identify interconnectedness of the SDGs and the challenges behind solving themUnderstand the role of business in the transition to sustainable development to create a prosperous future for all",[],"['Week 1: Introduction to the Sustainable Development Goals ', 'Week 2: The Biosphere', 'Week 3: Society I', 'Week 4: Society II', 'Week 5: Economy', 'Week 6: Partnerships', 'Week 7: Systems thinking']","['René de Koster', 'Ferdinand Jaspers', 'Tobias Brandt', 'Dirk Schoenmaker', 'Steef van de Velde', 'Amanda Williams', 'Gabriele Jacobs', 'Steve Kennedy', 'Ying Zhang', 'Mallory Flowers', 'Anne-Kathrin Klesse', 'Dianne Bevelander', 'Marieke de Wal', 'Marta Szymanowska', 'Rob van Tulder', 'Eva Rood', 'Frank Wijen', 'Erik van Raaij', 'Heleen Tiemersma', 'Cees van Dam', 'Michaéla Schippers', 'Yashar Ghiassi-Farrokhfal']",['Erasmus University Rotterdam'],Business,https://www.coursera.org/learn/sdgbusiness
Management Consulting Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,600 reviews,,"['Problem Solving', 'Recruiting', 'Consulting', 'Management Consulting', 'Presentation']","['Introduction to Management Consulting', 'Getting a Consulting Job', 'Consulting Approach to Problem Solving', 'Consulting Tools and Tips', 'Consulting Presentations and Storytelling']",['John Kim'],['Emory University'],Business,https://www.coursera.org/specializations/managementconsulting
Managerial Economics and Business Analysis  Specialization,4.7,Beginner level,3 months at 10 hours a week,Flexible schedule,"2,632 reviews",,"['Game Theory', 'Data Analysis', 'Supply And Demand', 'Financial Systems', 'Market(Economics)']","['Firm Level Economics: Consumer and Producer Behavior', 'Firm Level Economics: Markets and Allocations', 'Exploring and Producing Data for Business Decision Making', 'Inferential and Predictive Statistics for Business', 'Banking and Financial Institutions', 'Central Banks and Monetary Policy']","['Vlad Dolgopolov', 'Rustom Manouchehri Irani', 'Fataneh Taghaboni-Dutta, Ph.D., PMP, CSM, CSPO', 'Ralf Meisenzahl', 'Larry DeBrock']",['University of Illinois at Urbana-Champaign'],Business,https://www.coursera.org/specializations/managerial-economics-business-analysis
