Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Learn to Program: Crafting Quality Code,4.6,,Approx. 13 hours to complete,Flexible schedule,712 reviews,,"['Software Testing', 'Unit Testing', 'Python Programming', 'Object-Oriented Programming (OOP)']","['Week 1', 'Week 2', 'Week 3', 'Week 4', 'Week 5']","['Paul Gries', 'Jennifer Campbell']",['University of Toronto'],Math and Logic,https://www.coursera.org/learn/program-code
Vector Calculus for Engineers,4.8,Beginner level,30 hours (approximately),Flexible schedule,"1,311 reviews","Vectors, the dot product and cross productThe gradient, divergence, curl, and LaplacianMultivariable integration, polar, cylindrical and spherical coordinatesLine integrals, surface integrals, the gradient theorem, the divergence theorem and Stokes' theorem",[],"['Vectors', 'Differentiation', 'Integration and Curvilinear Coordinates', 'Line and Surface Integrals', 'Fundamental Theorems']",['Jeffrey R. Chasnov'],['The Hong Kong University of Science and Technology'],Math and Logic,https://www.coursera.org/learn/vector-calculus-engineers
Functional Programming Principles in Scala (Scala 2 version),4.8,Intermediate level,Approx. 44 hours to complete,Flexible schedule,55 reviews,"Understand the principles of functional programmingWrite purely functional programs, using recursion, pattern matching, and higher-order functionsDesign immutable data structuresCombine functional programming with objects and classes","['Recursion', 'Scala Programming', 'Higher-Order Function', 'Immutable Data Types', 'Functional Programming']","['Getting Started + Functions & Evaluation', 'Higher Order Functions', 'Data and Abstraction', 'Types and Pattern Matching', 'Lists', 'Collections']",['Martin Odersky'],['École Polytechnique Fédérale de Lausanne'],Math and Logic,https://www.coursera.org/learn/scala2-functional-programming
Introduction to Machine Learning in Sports Analytics,4.6,Intermediate level,12 hours (approximately),Flexible schedule,16 reviews,Gain an understanding of how classification and regression techniques can be used to enable sports analytics across athletic activities and events.,"['Data Analysis', 'Python Programming', 'sports analytics']","['Machine Learning Concepts', 'Support Vector Machines', 'Decision Trees', 'Ensembles & Beyond']",['Christopher Brooks'],['University of Michigan'],Math and Logic,https://www.coursera.org/learn/machine-learning-sports-analytics
Managing Relational Databases,,Beginner level,17 hours (approximately),Flexible schedule,,"Students will learn to create and manage relational databases, and to use SQL for data analysis and reporting.","['Using Subqueries', 'Working with SQL Queries and Functions', 'Relational Database Concepts', 'Organizing Data', 'Manipulating Table Data']","['Database Fundamentals', 'Multiple Conditions and Complex Criteria', 'Working with Functions', 'Retrieving and Organizing Data from Multiple Tables', 'Using Subqueries', 'Manipulating Table Data', 'Database Fundamentals Capstone']",['Shadow Farrell'],"['Akamai Technologies, Inc.']",Math and Logic,https://www.coursera.org/learn/akamai-databases
Quantitative Foundations for International Business,4.1,,9 hours (approximately),Flexible schedule,404 reviews,,[],"['Equations', 'Functions', 'Derivatives', 'Matrices']",['George Kapetanios'],['University of London'],Math and Logic,https://www.coursera.org/learn/quantitative-foundations-international-business
Advanced Business Analytics Capstone,4.3,Intermediate level,19 hours (approximately),Flexible schedule,78 reviews,Create a well-structured and compelling presentation that showcases the most relevant and impactful insights from the analytics projectDesign and customize predictive analytics models for loan classification and loss predictionDevise investment fund allocation recommendations based on clustering and simulation-based optimization techniques,[],"['Module 1 - Understand the data and prepare your data for analysis', 'Module 2 - Perform predictive analytics tasks', 'Module 3 - Provide suggestions on how to allocate investment funds using prescriptive analytics tools', 'Module 4  -  Present your analytics results to your clients']","['Dan Zhang', 'Manuel Laguna', 'David Torgerson']",['University of Colorado Boulder'],Math and Logic,https://www.coursera.org/learn/data-analytics-business-capstone
Calculus: Single Variable Part 1 - Functions,4.7,,Approx. 13 hours to complete,Flexible schedule,"2,091 reviews",,"['Series Expansions', 'Calculus', 'Series Expansion']","['Introduction', 'A Review of Functions', 'Taylor Series', 'Limits and Asymptotics']",['Robert Ghrist'],['University of Pennsylvania'],Math and Logic,https://www.coursera.org/learn/single-variable-calculus
Analytic Combinatorics,4.6,Intermediate level,Approx. 16 hours to complete,Flexible schedule,62 reviews,,[],"['Combinatorial Structures and OGFs', 'Labelled Structures and EGFs', 'Combinatorial Parameters and MGFs', 'Complex Analysis, Rational and Meromorphic Asymptotics', 'Applications of Rational and Meromorphic Asymptotics', 'Singularity Analysis', 'Applications of Singularity Analysis', 'Saddle Point Asymptotics']",['Robert Sedgewick'],['Princeton University'],Math and Logic,https://www.coursera.org/learn/analytic-combinatorics
"Build Regression, Classification, and Clustering Models",4.2,Intermediate level,20 hours (approximately),Flexible schedule,10 reviews,Train and evaluate linear regression models.Train binary and multi-class classification models.Evaluate and tune classification models to improve their performance.Train and evaluate clustering models to find useful patterns in unsupervised data.,"['Linear Regression', 'Machine Learning (ML) Algorithms', 'Machine Learning', 'classification', 'clustering']","['Build Linear Regression Models Using Linear Algebra', 'Build Regularized and Iterative Linear Regression Models', 'Train Classification Models', 'Evaluate and Tune Classification Models', 'Build Clustering Models', ""Apply What You've Learned""]",['Anastas Stoyanovsky'],['CertNexus'],Math and Logic,https://www.coursera.org/learn/build-regression-classification-clustering-models
Funciones algebraicas y trascendentes ,4.6,Beginner level,Approx. 71 hours to complete,Flexible schedule,112 reviews,,[],"['Función polinomial', 'Función racional y con radicales. Parte 1', 'Función racional y con radicales. Parte 2', 'Función Exponencial y logaritmica', 'Función Trigonométrica ']","['Claudia Verónica Morales Montaño', 'María del Carmen Martínez Tapia']",['Universidad Nacional Autónoma de México'],Math and Logic,https://www.coursera.org/learn/funciones-algebraicas
Calculus: Single Variable Part 4 - Applications,4.9,,Approx. 20 hours to complete,Flexible schedule,257 reviews,,[],"['Computing Areas and Volumes', 'Other Geometric Applications', 'Physical Applications', 'Averages and Mass', 'An Introduction to Probability']",['Robert Ghrist'],['University of Pennsylvania'],Math and Logic,https://www.coursera.org/learn/applications-calculus
Calculus through Data & Modeling: Differentiation Rules,4.8,Intermediate level,7 hours (approximately),Flexible schedule,43 reviews,,[],"['Derivatives of Polynomial, Exponential, and Logarithmic Functions', 'The Product and Quotient Rules', 'Derivatives of Trigonometric Functions', 'The Chain Rule', 'Partial Derivatives', 'Directional Derivatives and Gradient Vectors', 'Final Project: Flight Path']","['Joseph W. Cutrone, PhD']",['Johns Hopkins University'],Math and Logic,https://www.coursera.org/learn/calculus-through-data-and-modelling-differentiation-rules
頑想學概率：機率二 (Probability (2)),4.8,,Approx. 12 hours to complete,Flexible schedule,89 reviews,,[],"['Week 5 ', 'WEEK 6', 'WEEK 7', 'WEEK 8', 'WEEK 9']",['葉丙成'],['National Taiwan University'],Math and Logic,https://www.coursera.org/learn/prob2
3.- El Cálculo - Modelo Cúbico,4.7,,Approx. 15 hours to complete,Flexible schedule,225 reviews,,[],"['Concebimos un movimiento diferente', 'Ecuaciones y funciones cúbicas', 'La derivada cuadrática y la función cúbica', 'Aplicaciones con cúbicas']",['Dra. Patricia Salinas Martínez'],['Tecnológico de Monterrey'],Math and Logic,https://www.coursera.org/learn/calculo-3
网络游戏设计与开发 Specialization,4.0,Beginner level,2 months at 10 hours a week,Flexible schedule,76 reviews,,[],"['游戏产业概论', '游戏策划与设计', '基于Unity引擎的游戏开发基础', '基于Unity引擎的游戏开发进阶', '网络游戏设计与开发毕业项目']","['胡东雁', '姜忠鼎 ']","['Fudan University', '上海戏剧学院']",Math and Logic,https://www.coursera.org/specializations/wangluo-youxi-sheji-kaifa
Java Programming and Software Engineering Fundamentals Specialization,4.6,Beginner level,6 months at 10 hours a week,Flexible schedule,"14,142 reviews",,"['Software Engineering', 'Data Structure', 'Computer Programming', 'Data Analysis', 'Algorithms', 'HTML', 'Debugging', 'JavaScript', 'Cascading Style Sheets (CSS)', 'Software Design', 'Java Programming', 'Object-Oriented Programming (OOP)']","['Programming Foundations with JavaScript, HTML and CSS', 'Java Programming: Solving Problems with Software', 'Java Programming: Arrays, Lists, and Structured Data', 'Java Programming: Principles of Software Design', 'Java Programming: Build a Recommendation System']","['Andrew D. Hilton', 'Robert Duvall', 'Susan H. Rodger', 'Owen Astrachan']",['Duke University'],Math and Logic,https://www.coursera.org/specializations/java-programming
Foundations of Data Structures and Algorithms Specialization,4.7,Advanced level,6 months at 10 hours a week,Flexible schedule,282 reviews,"Organize, store and process data efficiently using sophisticated data structures and algorithmsDesign algorithms and analyze their complexity in terms of running time and space usageCreate applications that are supported by highly efficient algorithms and data structures for the task at hand","['Travelling Salesman Problem (TSP)', 'Integer Programming', 'Approximation Algorithm', 'Linear Programming (LP)', 'Algorithm Design', 'Python Programming', 'Data Structure Design', 'Hashtables', 'Analysis of Algorithms', 'Graphs Algorithms', 'Intractability']","['Algorithms for Searching, Sorting, and Indexing', 'Trees and Graphs: Basics', 'Dynamic Programming, Greedy Algorithms', 'Approximation Algorithms and Linear Programming ', 'Advanced Data Structures, RSA and Quantum Algorithms']",['Sriram Sankaranarayanan'],['University of Colorado Boulder'],Math and Logic,https://www.coursera.org/specializations/boulder-data-structures-algorithms
Expressway to Data Science: Essential Math Specialization,4.5,Intermediate level,1 months at 10 hours a week,Flexible schedule,237 reviews,Compute simple derivatives.Convert between linear systems and matrix notation and use matrix algebra to solve linear systems.Factor a simple matrix using  Singular Value Decomposition (SVD).,"['Integrals', 'Matrix Algebra', 'Diagonalization', 'Numerical Analysis', 'Derrivatives']","['Algebra and Differential Calculus for Data Science', 'Essential Linear Algebra for Data Science', 'Integral Calculus and Numerical Analysis for Data Science']","['Jane Wall', 'James Bird']",['University of Colorado Boulder'],Math and Logic,https://www.coursera.org/specializations/expressway-to-data-science-essential-math
Digital Manufacturing & Design Technology  Specialization,4.6,Beginner level,4 months at 10 hours a week,Flexible schedule,"3,659 reviews",,"['Artificial Intelligence (AI)', 'Digital Design', 'Manufacturing Engineer', 'Industry 4.0']","['Digital Manufacturing & Design', 'Digital Thread: Components', 'Digital Thread: Implementation', 'Advanced Manufacturing Process Analysis', 'Intelligent Machining', 'Advanced Manufacturing Enterprise', 'Cyber Security in Manufacturing  ', 'MBSE: Model-Based Systems Engineering ', 'Roadmap to Success in Digital Manufacturing & Design ']","['Ken English', 'Sara Behdad', 'Shambhu Upadhyaya', 'Rahul Rai', 'Amy Moore']","['The State University of New York', 'University at Buffalo']",Math and Logic,https://www.coursera.org/specializations/digital-manufacturing-design-technology
Advanced Statistics for Data Science Specialization,4.3,Advanced level,1 months at 10 hours a week,Flexible schedule,225 reviews,"Learn about probability, expectations, conditional probabilities, distributions, confidence intervals, bootstrapping, binomial proportions, and more.Understand the matrix algebra of linear regression models.Learn about canonical examples of linear models to relate them to techniques that you may already be using.","['Statistics', 'Linear Regression', 'Statistical Hypothesis Testing', 'R Programming', 'Linear Algebra']","['Mathematical Biostatistics Boot Camp 1', 'Mathematical Biostatistics Boot Camp 2', 'Advanced Linear Models for Data Science 1: Least Squares', 'Advanced Linear Models for Data Science 2: Statistical Linear Models']","['Brian Caffo, PhD']",['Johns Hopkins University'],Math and Logic,https://www.coursera.org/specializations/advanced-statistics-data-science
Fundamentos de Finanzas Empresariales ,4.9,Beginner level,Approx. 13 hours to complete,Flexible schedule,"4,516 reviews",,"['Financial Management', 'Corporate Finance', 'Microsoft Excel', 'Finance']","['Introducción al curso', 'Decisiones de operación, financiamiento e inversión', 'Indicadores Financieros', 'Valor del dinero en el tiempo', 'Análisis de decisiones de inversión', 'Integración de decisiones de inversión']",['Darío Alejandro Fuentes'],['Universidad de los Andes'],Math and Logic,https://www.coursera.org/learn/finanzas-empresariales
"Excel/VBA for Creative Problem Solving, Part 1",4.8,Beginner level,20 hours (approximately),Flexible schedule,"4,113 reviews",Utilize VBA to define and implement custom user-defined functionsCreate macros to automate procedures in ExcelIdentify the basic programming structures in VBAAutomate Excel’s Goal Seek and Solver tools and use numerical techniques to create “live solutions” to solve targeting and optimization problems,"['Microsoft Excel Vba', 'Computer Programming', 'Problem Solving', 'Debugging']","['Macro recording, VBA procedures, and debugging', 'VBA Nuts & Bolts, Part 1', 'VBA Nuts & Bolts, Part 2', 'Programming structures in VBA', 'Data Management Using VBA', 'R1C1 Style']",['Charlie Nuttelman'],['University of Colorado Boulder'],Math and Logic,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1
Building Deep Learning Models with TensorFlow,4.4,Intermediate level,7 hours (approximately),Flexible schedule,787 reviews,"Explain foundational TensorFlow concepts such as the main functions, operations and the execution pipelines. Describe how TensorFlow can be used in curve fitting, regression, classification and minimization of error functions.Analyze different types of Deep Architectures, such as Convolutional Networks, Recurrent Networks and Autoencoders.Apply TensorFlow for backpropagation to tune the weights and biases while the Neural Networks are being trained.",[],"['Introduction', 'Supervised Learning Models', ""Supervised Learning Models (Cont'd)"", 'Unsupervised Deep Learning Models', ""Unsupervised Deep Learning Models (Cont'd) and scaling""]","['JEREMY NILMEIER', 'Alex Aklson', 'Romeo Kienzler', 'Samaya Madhavan']",['IBM'],Math and Logic,https://www.coursera.org/learn/building-deep-learning-models-with-tensorflow
Finding Hidden Messages in DNA (Bioinformatics I),4.3,Intermediate level,15 hours (approximately),Flexible schedule,992 reviews,,"['Bioinformatics', 'Bioinformatics Algorithms', 'Algorithms', 'Python Programming']","['Week 1: Welcome!', 'Week 2: Finding Replication Origins', 'Week 3: Hunting for Regulatory Motifs', 'Week 4: How Rolling Dice Helps Us Find Regulatory Motifs', 'Week 5: Bioinformatics Application Challenge']","['Phillip Compeau', 'Pavel  Pevzner']",['University of California San Diego'],Math and Logic,https://www.coursera.org/learn/dna-analysis
Algebra and Differential Calculus for Data Science,4.5,Intermediate level,8 hours (approximately),Flexible schedule,176 reviews,Practice working with logarithm properties and how logarithm functions behave graphically.Identify the difference between a continuous and non-continuous function.Solidify an understanding of what a derivative is calculating.Understand how to use derivatives to create graphs of functions.,"['Integrals', 'Matrix Algebra', 'Numerical Analysis', 'Algebra', 'Derivatives']","['Functions and Algebra Review', 'Induction Proofs, Limits and Continuity', 'Definition of a Derivative', 'Product and Chain Rule', 'Using Derivatives to Graph Functions', 'Finding Maximums and Minimums']",['Jane Wall'],['University of Colorado Boulder'],Math and Logic,https://www.coursera.org/learn/algebra-and-differential-calculus-for-data-science
Math Prep: College & Work Ready,4.3,Beginner level,Approx. 34 hours to complete,Flexible schedule,138 reviews,,[],"['Week 1:  Number Sense', 'Week 2:  Elementary Algebra', 'Week 3:  Intermediate Algebra', 'Week 4:  Geometry & Statistics']",['Coursera QA Team'],['University of North Texas'],Math and Logic,https://www.coursera.org/learn/tsi-math-prep
Functional Programming Principles in Scala,4.8,Intermediate level,56 hours (approximately),Flexible schedule,"8,226 reviews","Understand the principles of functional programmingWrite purely functional programs, using recursion, pattern matching, and higher-order functionsDesign immutable data structuresCombine functional programming with objects and classes","['Recursion', 'Scala Programming', 'Higher-Order Function', 'Immutable Data Types', 'Functional Programming']","['Getting Started + Functions & Evaluation', 'Higher Order Functions', 'Data and Abstraction', 'Types and Pattern Matching', 'Lists', 'Collections']",['Martin Odersky'],['École Polytechnique Fédérale de Lausanne'],Math and Logic,https://www.coursera.org/learn/scala-functional-programming
Breast Cancer Prediction Using Machine Learning,4.6,Intermediate level,2 hours,,30 reviews,Learn to Build Logistic Regression Classifier to Classify Cancer as Malignant or BenignLearn to download dataset directly from Kaggle using Kaggle APILearn to work with Google Colab in Cloud,"['Python Programming', 'Cancer prediction', 'Machine Learning', 'Data Mining']",['Learn step-by-step'],['Priya Jha'],['Coursera Project Network'],Math and Logic,https://www.coursera.org/projects/breast-cancer-prediction-using-machine-learning
Introduction to Complex Analysis,4.8,Intermediate level,Approx. 27 hours to complete,Flexible schedule,"1,033 reviews",,"['Power Series', 'Complex Analysis', 'Conformal Mapping', 'Complex Numbers', 'Laurent Series']","['Introduction to Complex Numbers', 'Complex Functions and Iteration', 'Analytic Functions', 'Conformal Mappings', 'Complex Integration', 'Power Series', 'Laurent Series and the Residue Theorem', 'Final Exam']",['Dr. Petra Bonfert-Taylor'],['Wesleyan University'],Math and Logic,https://www.coursera.org/learn/complex-analysis
Developing AI Applications on Azure,4.4,Advanced level,Approx. 16 hours to complete,Flexible schedule,969 reviews,"Define Artificial Intelligence and Machine LanguageDescribe AI tools and roles, and the Microsoft Team Data Science Process Work with Azure APIs, including those for vision, language, and searchCreate, train, test and deploy your AI model in the cloud","['Azure Machine Learning Service', 'Python Programming', 'Azure Machine Learning Workspace', 'Azure AI models', 'Microsoft Team Data Sciences Process']","['Introduction to Artificial Intelligence', 'Standardized AI Processes and Azure Resources', 'Azure Cognitive APIs', 'Azure Machine Learning Service: Model Training', 'Azure Machine Learning Service:  Model Management and Deployment']","['Ronald J. Daskevich, DCS']",['LearnQuest'],Math and Logic,https://www.coursera.org/learn/developing-ai-applications-azure
Statistical Learning for Data Science Specialization,,Intermediate level,4 months at 9 hours a week,Flexible schedule,,Express why Statistical Learning is important and how it can be used.Explain the pros and cons of certain models in certain situations.Apply many regression and classification techniques.,"['Unsupervised Learning', 'Resampling', 'regression', 'R Programming', 'Splines']","['Regression and Classification', 'Resampling, Selection and Splines', 'Trees, SVM and Unsupervised Learning']","['Osita Onyejekwe', 'James Bird']",['University of Colorado Boulder'],Math and Logic,https://www.coursera.org/specializations/statistical-learning-for-data-science
Pre-Calculus,4.7,Beginner level,Approx. 47 hours to complete,Flexible schedule,555 reviews,,"['Logarithmic Integral Function', 'Derivative', 'Problem Solving', 'Integral', 'Integral Calculus']","['Comprueba tu nivel de conocimientos matemáticos', 'Números y funciones', 'Funciones lineales, cuadráticas y polinomiales', 'Funciones exponenciales y logarítmicas', 'Funciones trigonométricas', 'Derivación', 'Integración', 'Números complejos', 'Revisión y examen final']","['Mercè Villanueva', 'Jaume Pujol']",['Universitat Autònoma de Barcelona'],Math and Logic,https://www.coursera.org/learn/introduccion-al-calculo
Fitting Statistical Models to Data with Python,4.4,Intermediate level,15 hours (approximately),Flexible schedule,670 reviews,"Deepen your understanding of statistical inference techniques by mastering the art of fitting statistical models to data.Connect research questions with data analysis methods, emphasizing objectives, relationships between variables, and making predictions.Explore various statistical modeling techniques like linear regression, logistic regression, and Bayesian inference using real data sets.Work through hands-on case studies in Python with libraries like Statsmodels, Pandas, and Seaborn in the Jupyter Notebook environment.","['Bayesian Statistics', 'Python Programming', 'statistical regression', 'Statistical Model']","['WEEK 1 - OVERVIEW & CONSIDERATIONS FOR STATISTICAL MODELING', 'WEEK 2 - FITTING MODELS TO INDEPENDENT DATA', 'WEEK 3 - FITTING MODELS TO DEPENDENT DATA', 'WEEK 4: Special Topics']","['Brenda Gunderson', 'Brady T. West', 'Kerby Shedden']",['University of Michigan'],Math and Logic,https://www.coursera.org/learn/fitting-statistical-models-data-python
Genomic Data Science and Clustering (Bioinformatics V),4.2,Intermediate level,9 hours (approximately),Flexible schedule,90 reviews,,[],"['Week 1: Introduction to Clustering Algorithms', 'Week 2: Advanced Clustering Techniques', 'Week 3: Introductory Algorithms in Population Genetics']","['Phillip Compeau', 'Pavel  Pevzner']",['University of California San Diego'],Math and Logic,https://www.coursera.org/learn/genomic-data
Games without Chance: Combinatorial Game Theory ,4.3,,Approx. 13 hours to complete,Flexible schedule,206 reviews,,[],"['Week 1: What is a Combinatorial Game?', 'Week 2: Playing Multiple Games', 'Week 3: Comparing Games', 'Week 4: Numbers and Games', 'Week 5: Simplifying Games', 'Week 6: Impartial Games', 'Week 7: What You Can Do From Here', 'Resources']",['Dr. Tom  Morley'],['Georgia Institute of Technology'],Math and Logic,https://www.coursera.org/learn/combinatorial-game-theory
Calculus through Data & Modeling: Applying Differentiation,4.7,Intermediate level,7 hours (approximately),Flexible schedule,40 reviews,,[],"['Linear Approximations and Tangent Planes', 'Maxima and Minima of Single-Variable Functions', 'Maxima and Minima of Multivariable Functions', 'Lagrange Multipliers', 'Final Project - Optimization']","['Joseph W. Cutrone, PhD']",['Johns Hopkins University'],Math and Logic,https://www.coursera.org/learn/calculus-through-data-and-modelling-applying-differentiation
Introduction to Business Analysis Using Spreadsheets: Basics,4.3,Beginner level,1 hour 30 minutes,,849 reviews,"Apply the basics of google sheets and Mathematical Functions.Apply how to clean the data, and visualize quantities and categorical data.","['Spreadsheet', 'Mathematics', 'Data Analysis', 'Business Analysis', 'Data Visualization']",['Learn step-by-step'],['Omnya Khaled'],['Coursera Project Network'],Math and Logic,https://www.coursera.org/projects/business-analysis-using-spreadsheets
Predictive Modeling with Logistic Regression using SAS ,4.6,Intermediate level,16 hours (approximately),Flexible schedule,50 reviews,,"['Oversampling', 'Logistic Regression', 'regression', 'Predictive Modelling']","['Course Overview and Logistics', 'Understanding Predictive Modeling', 'Fitting the Model', 'Preparing the Input Variables, Part 1', 'Preparing the Input Variables, Part 2', 'Measuring Model Performance', 'SAS Certification Practice Exam - Statistical Business Analysis Using SAS®9: Regression and Modeling']",['Marc Huber'],['SAS'],Math and Logic,https://www.coursera.org/learn/sas-predictive-modeling-using-logistic-regression
Math for AI beginner part 1 Linear Algebra,4.5,Beginner level,Approx. 7 hours to complete,Flexible schedule,25 reviews,,[],"['Introduction to AI', 'Introduction of Linear Algebra', 'Low operation and linear combination', 'Linearly independent and Inverse Matrix', 'Determinant of Square Matrix and Eigenvalue Problem', 'Diagonaliztion Problem and AI Applications']",['Yoon Yong Jin'],['Korea Advanced Institute of Science and Technology(KAIST)'],Math and Logic,https://www.coursera.org/learn/math-for-ai-beginner-part-1-linear-algebra
